system:index,analysis_class,class_id,late_season_B11,late_season_B12,late_season_B2,late_season_B3,late_season_B4,late_season_B5,late_season_B6,late_season_B7,late_season_B8,late_season_B8A,late_season_EVI,late_season_LSWI,late_season_NDRE,late_season_NDVI,sample_uid,spring_growth_B11,spring_growth_B12,spring_growth_B2,spring_growth_B3,spring_growth_B4,spring_growth_B5,spring_growth_B6,spring_growth_B7,spring_growth_B8,spring_growth_B8A,spring_growth_EVI,spring_growth_LSWI,spring_growth_NDRE,spring_growth_NDVI,summer_peak_B11,summer_peak_B12,summer_peak_B2,summer_peak_B3,summer_peak_B4,summer_peak_B5,summer_peak_B6,summer_peak_B7,summer_peak_B8,summer_peak_B8A,summer_peak_EVI,summer_peak_LSWI,summer_peak_NDRE,summer_peak_NDVI,winter_establishment_B11,winter_establishment_B12,winter_establishment_B2,winter_establishment_B3,winter_establishment_B4,winter_establishment_B5,winter_establishment_B6,winter_establishment_B7,winter_establishment_B8,winter_establishment_B8A,winter_establishment_EVI,winter_establishment_LSWI,winter_establishment_NDRE,winter_establishment_NDVI,.geo
3347_0,Potatoes,7,0.2522,0.1279,0.0579,0.0881,0.0746,0.1283,0.3629,0.4516,0.4376,0.4803,0.6254522570433374,0.26877356,0.5783766,0.7087075,Crop_Map_of_England_2022_Cambridgeshire_refined_774172,0.19975,0.129,0.044,0.0667,0.08915,0.11525,0.1738,0.18425,0.1688,0.2081,0.1451009504138473,-0.08282256,0.28680938,0.3100616,0.2372,0.1465,0.0491,0.0852,0.0933,0.1306,0.264,0.305,0.295,0.33,0.36631861734863413,0.12957747,0.4329136,0.5348595,0.1997,0.1264,0.0372,0.0544,0.0742,0.111,0.1497,0.1581,0.1726,0.1913,0.16443071984976843,-0.043478273,0.27278775,0.37327188,"{""type"":""MultiPoint"",""coordinates"":[]}"
3349_0,Potatoes,7,0.2131,0.1076,0.0656,0.1009,0.0592,0.1346,0.4414,0.5407,0.5528,0.5641,0.871468926127028,0.4435305,0.614713,0.80653596,Crop_Map_of_England_2022_Cambridgeshire_refined_515116,0.3031,0.2488,0.0588,0.0753,0.0952,0.101,0.1141,0.1327,0.1766,0.1739,0.15524713459651254,-0.2637065,0.26518735,0.305363,0.28,0.20695,0.0425,0.06535,0.0667,0.0981,0.22085,0.2684,0.28724998,0.3028,0.3760962636527877,-0.0012188689,0.42903247,0.52418005,0.2728,0.191,0.0531,0.064,0.1003,0.1201,0.1374,0.1492,0.1647,0.1796,0.12602740225566827,-0.24421933,0.19063546,0.24301888,"{""type"":""MultiPoint"",""coordinates"":[]}"
3350_0,Potatoes,7,0.2942,0.2909,0.0691,0.0986,0.1424,0.1614,0.1646,0.1802,0.1932,0.1902,0.08304183316520306,-0.20722197,0.081911266,0.1513707,Crop_Map_of_England_2022_Cambridgeshire_refined_228571,0.2555,0.1648,0.07,0.1034,0.1144,0.1833,0.2047,0.2141,0.226,0.2273,0.20078957964830135,0.06994883,0.2126469,0.3940934,0.24045,0.15525,0.0606,0.1007,0.087500006,0.1429,0.3441,0.40815,0.40289998,0.4155,0.5178470596443707,0.20690836,0.42123276,0.578965,0.19605,0.1113,0.02755,0.07085,0.0486,0.1347,0.30215,0.334,0.37015,0.3663,0.4917237233081741,0.35040185,0.47397438,0.79015714,"{""type"":""MultiPoint"",""coordinates"":[]}"
3352_0,Potatoes,7,0.20025,0.1682,0.0652,0.0718,0.07425,0.0962,0.12325,0.14025,0.1505,0.161,0.16627125692601458,-0.14130247,0.2620217,0.33486605,Crop_Map_of_England_2022_Suffolk_refined_535500,0.2059,0.1368,0.0513,0.07855,0.0677,0.12255,0.16005,0.18375,0.1946,0.2007,0.14563067838578586,-0.25815818,0.28101742,0.28350958,0.233,0.1466,0.0444,0.0728,0.053549998,0.1136,0.2731,0.3174,0.36,0.3482,0.5620881807475324,0.20670933,0.49517545,0.73346627,0.1673,0.0849,0.0386,0.0742,0.0368,0.1245,0.3379,0.3825,0.3968,0.4009,0.6825129584808509,0.43093923,0.49953246,0.82958055,"{""type"":""MultiPoint"",""coordinates"":[]}"
3354_0,Potatoes,7,0.1295,0.09015,0.0957,0.09705,0.0762,0.10575,0.18275,0.21225,0.2126,0.21725,0.34793975158723484,0.3166881,0.37562296,0.51973474,Crop_Map_of_England_2022_Suffolk_refined_160935,0.34005,0.32905,0.105,0.1292,0.161,0.1676,0.17425,0.18555,0.2131,0.2024,0.09366152980497232,-0.22727184,0.1140179,0.15230136,0.245,0.1426,0.05685,0.08335,0.06295,0.12645,0.4085,0.4933,0.5056,0.5088,0.7934643463980804,0.3547197,0.62971574,0.8027985,0.14545,0.11025,0.04145,0.0632,0.0614,0.08,0.098,0.10885,0.10465,0.1093,0.05806817306251325,-0.23314655,0.18944691,0.19514248,"{""type"":""MultiPoint"",""coordinates"":[]}"
3356_0,Potatoes,7,0.31385,0.279,0.0848,0.1101,0.1343,0.1734,0.2089,0.2309,0.2367,0.2521,0.18692704738334748,-0.13233057,0.18868715,0.28627667,Crop_Map_of_England_2022_Norfolk_refined_413159,0.20215,0.171,0.1147,0.1262,0.1413,0.1671,0.1888,0.2014,0.2112,0.2103,0.12852610858266983,0.034051742,0.08136364,0.16440627,0.20705,0.11275,0.0529,0.0822,0.04975,0.1346,0.3525,0.40405,0.40579998,0.42985,0.6789727533502774,0.34559888,0.5691505,0.8238216,0.1699,0.116,0.0398,0.0439,0.0651,0.0831,0.0953,0.1005,0.1154,0.1147,0.10002218537167612,-0.10965437,0.16542473,0.26863906,"{""type"":""MultiPoint"",""coordinates"":[]}"
3357_0,Potatoes,7,0.2868,0.21655,0.10275,0.1359,0.171,0.23085,0.2678,0.2891,0.2322,0.3078,0.10348356966708483,-0.1079313,0.14100371,0.15277088,Crop_Map_of_England_2022_Norfolk_refined_194440,0.3394,0.3357,0.0944,0.1336,0.1908,0.2167,0.2263,0.241,0.258,0.2562,0.11048439306089694,-0.13959432,0.10138918,0.16971278,0.2284,0.1231,0.04325,0.0757,0.04315,0.11825,0.40295,0.48355,0.48540002,0.5104,0.6961113734229519,0.32892996,0.6162278,0.8273959,0.1332,0.1018,0.0364,0.0509,0.073,0.0925,0.096,0.1133,0.1238,0.1366,0.09053588657431208,-0.11999998,0.12152186,0.19470197,"{""type"":""MultiPoint"",""coordinates"":[]}"
3358_0,Potatoes,7,0.22045,0.1877,0.1619,0.1605,0.1651,0.20175,0.2179,0.21645,0.2411,0.22335,0.18690636001970337,0.04994278,0.05295818,0.18708836,Crop_Map_of_England_2022_Norfolk_refined_335201,0.3403,0.3282,0.0942,0.1374,0.1832,0.21015,0.2226,0.2317,0.24759999,0.24545,0.09585968390181815,-0.16186655,0.07677118,0.14662217,0.2857,0.24195,0.0829,0.1222,0.167,0.186,0.2413,0.2613,0.27899998,0.2917,0.1304094386840587,-0.10549135,0.14098062,0.1938421,0.18805,0.13165,0.04435,0.0651,0.07585,0.1122,0.13665,0.14665,0.16330001,0.1654,0.14627260356180763,-0.05236745,0.18453333,0.33335912,"{""type"":""MultiPoint"",""coordinates"":[]}"
3360_0,Potatoes,7,0.375,0.29295,0.1253,0.1512,0.1574,0.2161,0.30235,0.3347,0.3614,0.3715,0.37342491642124,-0.017975986,0.26485315,0.39133513,Crop_Map_of_England_2022_Suffolk_refined_830403,0.27875,0.1705,0.05865,0.08795,0.08915,0.1621,0.23995,0.27165,0.29705,0.29795,0.3507920188912368,0.0629286,0.3468799,0.57715845,0.20475,0.14935,0.05395,0.076,0.0682,0.1366,0.2983,0.3487,0.40074998,0.37795,0.5445687794517892,0.34114078,0.48148793,0.69951403,0.18985,0.11355,0.046,0.07015,0.0617,0.09505,0.1758,0.19645,0.22479999,0.223,0.33617760099591465,0.1061267,0.38589385,0.59994197,"{""type"":""MultiPoint"",""coordinates"":[]}"
3361_0,Potatoes,7,0.199,0.1362,0.0856,0.1176,0.095400006,0.1621,0.3046,0.34245,0.3556,0.36365,0.5048412230518812,0.28424802,0.38745192,0.58035535,Crop_Map_of_England_2022_Cambridgeshire_refined_642375,0.25045,0.23785,0.076,0.09435,0.1183,0.13425,0.15985,0.1696,0.17840001,0.1829,0.10115142848466402,-0.14577283,0.13839525,0.18689907,0.2302,0.15095,0.0818,0.1221,0.107099995,0.18115,0.33945,0.38395,0.3926,0.4003,0.5318085268804127,0.2689275,0.37810487,0.5873127,0.2082,0.1699,0.0641,0.0908,0.1096,0.1356,0.1583,0.1702,0.1682,0.1784,0.11035751206309,-0.08379374,0.13530166,0.22676055,"{""type"":""MultiPoint"",""coordinates"":[]}"
3362_0,Potatoes,7,0.1394,0.10195,0.05195,0.05995,0.06435,0.0931,0.1273,0.1419,0.12805,0.1494,0.14405823141882385,-0.042434517,0.24349526,0.32657725,Crop_Map_of_England_2022_Norfolk_refined_757440,0.2661,0.24905,0.0846,0.1126,0.1451,0.1645,0.1846,0.19945,0.1999,0.2132,0.08867540475993085,-0.16459517,0.13062073,0.15680836,0.28525,0.2061,0.06655,0.0929,0.087500006,0.15835,0.33095,0.3703,0.4038,0.39375,0.4697858029709109,0.14112797,0.3832435,0.57434106,0.1866,0.1256,0.0489,0.0692,0.0943,0.1243,0.1591,0.1753,0.1686,0.1932,0.13200657650848266,-0.058733217,0.19628483,0.26266563,"{""type"":""MultiPoint"",""coordinates"":[]}"
3363_0,Potatoes,7,0.2852,0.2788,0.0653,0.0908,0.1346,0.1508,0.1591,0.1682,0.1832,0.1792,0.08094334522662354,-0.21776259,0.086060606,0.15292639,Crop_Map_of_England_2022_Cambridgeshire_refined_111694,0.1973,0.14715,0.0581,0.0864,0.10805,0.1476,0.19045,0.20695,0.22025,0.224,0.16507418911172456,0.026257364,0.20567918,0.3166179,0.2217,0.122,0.0462,0.0917,0.064500004,0.15135,0.3466,0.3964,0.4127,0.41145,0.5932160121390038,0.3072846,0.47500634,0.7409488,0.19395,0.1089,0.02605,0.07085,0.04495,0.12705,0.3236,0.35925,0.3922,0.39225,0.5492027858540823,0.35168993,0.49834773,0.8088306,"{""type"":""MultiPoint"",""coordinates"":[]}"
3365_0,Potatoes,7,0.28755,0.23655,0.4028,0.3958,0.3734,0.3177,0.33805,0.3498,0.4368,0.32975,0.2415581765951117,0.20604655,0.018611424,0.078252144,Crop_Map_of_England_2022_Cambridgeshire_refined_88088,0.38985,0.3299,0.4748,0.4898,0.4994,0.40445,0.41975,0.43155,0.552,0.4281,0.11976800167659714,0.17198317,0.02842348,0.04506197,0.4116,0.34445,0.4784,0.5016,0.5152,0.42425,0.43455,0.4346,0.5402,0.4429,0.11096744618233242,0.13754137,0.011264098,0.031377696,0.2861,0.2413,0.4064,0.4194,0.4288,0.34,0.32965,0.3198,0.4584,0.31065,0.08033756428919228,0.20927931,-0.043139193,0.03529105,"{""type"":""MultiPoint"",""coordinates"":[]}"
3366_0,Potatoes,7,0.2141,0.1613,0.0535,0.0702,0.0928,0.125,0.1381,0.1531,0.1734,0.1805,0.1516234646963349,-0.10503226,0.1816694,0.30277988,Crop_Map_of_England_2022_Norfolk_refined_40491,0.3373,0.3337,0.1158,0.1549,0.19479999,0.22175,0.2366,0.2454,0.2528,0.2539,0.09169547171634446,-0.13416536,0.080727056,0.13241133,0.2201,0.1237,0.0438,0.0772,0.0547,0.1254,0.3742,0.4333,0.444,0.4504,0.6490063997068829,0.36804807,0.5644321,0.7716552,0.20765,0.1165,0.03055,0.0873,0.0384,0.15885,0.39145,0.4183,0.4382,0.42805,0.7351831274038525,0.32220396,0.45543262,0.8398012,"{""type"":""MultiPoint"",""coordinates"":[]}"
3368_0,Potatoes,7,0.09355,0.0673,0.04615,0.04645,0.0506,0.0596,0.0672,0.07355,0.07545,0.08375,0.06023735020655832,-0.10710577,0.16847663,0.19775617,Crop_Map_of_England_2022_Norfolk_refined_450799,0.29775,0.30215,0.07795,0.09195,0.1188,0.1408,0.16175,0.17805,0.19690001,0.20365,0.1479604454607144,-0.2325426,0.19058007,0.2612814,0.2173,0.11695,0.0394,0.0756,0.059100002,0.13015,0.1878,0.227,0.2297,0.26225,0.32973689470704737,0.28770083,0.36900097,0.5898879,0.17515,0.1253,0.03385,0.049,0.05755,0.0911,0.12145,0.13485,0.1524,0.15595,0.2009709589155616,-0.04412635,0.26716533,0.48679718,"{""type"":""MultiPoint"",""coordinates"":[]}"
3369_0,Potatoes,7,0.20225,0.09735,0.064,0.09265,0.0546,0.14345,0.3646,0.40735,0.4012,0.43225,0.6937582015100368,0.32954925,0.5015847,0.7603075,Crop_Map_of_England_2022_Norfolk_refined_12700,0.3506,0.3239,0.1016,0.118,0.1374,0.1558,0.16685,0.18115,0.2054,0.20725,0.12862193242172015,-0.2738951,0.15988603,0.21526843,0.2109,0.10455,0.04345,0.0795,0.0471,0.12065,0.4027,0.47445,0.49379998,0.4862,0.7798796283009102,0.4067958,0.59697384,0.8325868,0.1535,0.1171,0.0348,0.038,0.0489,0.057,0.0566,0.0693,0.0824,0.0856,0.0670468283031746,-0.34614372,0.19561815,0.2310345,"{""type"":""MultiPoint"",""coordinates"":[]}"
3372_0,Potatoes,7,0.2438,0.1615,0.07875,0.1017,0.1269,0.15165,0.1884,0.2107,0.2016,0.2414,0.13460978594512643,-0.087679215,0.21687652,0.22742333,Crop_Map_of_England_2022_Norfolk_refined_1076967,0.28395,0.22855,0.0726,0.1017,0.13,0.15995,0.2236,0.2416,0.2453,0.2734,0.1790254059787187,-0.069772676,0.22584364,0.29041237,0.2482,0.1483,0.0491,0.09265,0.0799,0.1546,0.35015,0.40475,0.433,0.43605,0.5523913001775055,0.28658736,0.46783555,0.6752712,0.2067,0.114,0.0441,0.07755,0.06155,0.1371,0.2654,0.2909,0.308,0.32595,0.41260058596258875,0.22085328,0.41937926,0.6697832,"{""type"":""MultiPoint"",""coordinates"":[]}"
3373_0,Potatoes,7,0.2656,0.1596,0.0586,0.0954,0.0982,0.1393,0.2987,0.3505,0.354,0.3992,0.42528429892705066,0.14267269,0.48263696,0.5656789,Crop_Map_of_England_2022_Cambridgeshire_refined_439263,0.2106,0.1293,0.0436,0.0538,0.06,0.0902,0.2223,0.2558,0.3024,0.2764,0.47102857439190005,0.21492536,0.48603106,0.7019183,0.2149,0.1134,0.0464,0.0646,0.0461,0.1027,0.3397,0.4081,0.4188,0.4476,0.6010726633512236,0.29040867,0.6286837,0.78688526,0.1885,0.1257,0.0355,0.0544,0.0528,0.0968,0.1683,0.1843,0.2052,0.2078,0.30466219021879576,0.050038505,0.3742128,0.59117764,"{""type"":""MultiPoint"",""coordinates"":[]}"
3374_0,Potatoes,7,0.1838,0.0828,0.06255,0.09575,0.0506,0.1581,0.43535,0.4729,0.4972,0.5031,0.8384122450670111,0.4602153,0.52174735,0.8152725,Crop_Map_of_England_2022_Norfolk_refined_1086962,0.35165,0.326,0.1247,0.1402,0.1688,0.1763,0.2009,0.22235,0.2476,0.24985,0.16404378253704854,-0.16243458,0.17434616,0.2217259,0.21545,0.10715,0.0533,0.09625,0.0579,0.14195,0.46775,0.54955,0.5682,0.58115,0.8433183714851709,0.44870895,0.58225185,0.79672325,0.1457,0.1107,0.0508,0.0505,0.0617,0.0704,0.0796,0.0925,0.0996,0.1091,0.0895103131033999,-0.2009115,0.20397022,0.25614035,"{""type"":""MultiPoint"",""coordinates"":[]}"
3375_0,Potatoes,7,0.1688,0.09,0.1142,0.146,0.18540001,0.20355,0.2148,0.2308,0.23840001,0.2458,0.08868257016298567,0.17093629,0.094019525,0.12504967,Crop_Map_of_England_2022_Norfolk_refined_721926,0.2972,0.2653,0.08575,0.1241,0.15290001,0.18085,0.2032,0.21295,0.2161,0.2261,0.11898627195777525,-0.13951032,0.116412126,0.19041798,0.2108,0.1095,0.0392,0.0938,0.0535,0.144,0.382,0.4148,0.436,0.445,0.6363421927911637,0.34766075,0.50141144,0.77649957,0.13925,0.0934,0.0405,0.0686,0.0794,0.1217,0.20455,0.2176,0.229,0.2367,0.1653997328732026,0.11156233,0.17713164,0.35071537,"{""type"":""MultiPoint"",""coordinates"":[]}"
3377_0,Potatoes,7,0.2165,0.0917,0.072,0.0966,0.0659,0.14545,0.51675,0.60465,0.5288,0.62795,0.836042396183525,0.4190257,0.6235291,0.77837545,Crop_Map_of_England_2022_Cambridgeshire_refined_46412,0.3427,0.33415,0.1289,0.174,0.2046,0.2232,0.2425,0.2551,0.2654,0.26775,0.09463082772024994,-0.11026841,0.08278575,0.13115536,0.2361,0.1343,0.0814,0.1062,0.093,0.1293,0.3669,0.4511,0.4328,0.4635,0.5946690423116603,0.31176212,0.56338805,0.6463237,0.1155,0.081,0.0377,0.06,0.0534,0.0853,0.1473,0.1418,0.1642,0.1531,0.09330863026412999,-0.047619067,0.11784512,0.18813218,"{""type"":""MultiPoint"",""coordinates"":[]}"
3378_0,Potatoes,7,0.195,0.0931,0.0451,0.09995,0.0485,0.1565,0.43895,0.4897,0.48000002,0.51565,0.7529064211255727,0.42221388,0.534324,0.81644475,Crop_Map_of_England_2022_Norfolk_refined_252405,0.2327,0.1474,0.055,0.0828,0.0929,0.1902,0.2845,0.305,0.32,0.3337,0.3667465721934495,0.15750918,0.25927356,0.546745,0.2107,0.1058,0.0396,0.0822,0.0411,0.1288,0.4799,0.5797,0.566,0.5926,0.8668828942597018,0.45200866,0.6443306,0.8656226,0.172,0.0868,0.0268,0.0653,0.0366,0.1287,0.342,0.373,0.3802,0.3866,0.6437513704169988,0.3990547,0.5044148,0.82760245,"{""type"":""MultiPoint"",""coordinates"":[]}"
3380_0,Potatoes,7,0.1658,0.1172,0.0554,0.0609,0.0452,0.0825,0.17,0.1899,0.191,0.1997,0.33458322171715243,0.053112525,0.41502553,0.6062718,Crop_Map_of_England_2022_Suffolk_refined_108582,0.22485,0.2211,0.05835,0.0682,0.06995,0.0772,0.08755,0.0972,0.106,0.1116,0.0968849253607181,-0.310328,0.22921781,0.25420937,0.23055,0.19865,0.0546,0.0653,0.06745,0.09175,0.127,0.1419,0.1529,0.1647,0.1874771254045235,-0.17535146,0.30249578,0.42702717,0.21685,0.14605,0.0402,0.05555,0.0766,0.0976,0.12605,0.14095,0.16409999,0.1679,0.17181834822646827,-0.14844204,0.25940636,0.37235582,"{""type"":""MultiPoint"",""coordinates"":[]}"
3384_0,Potatoes,7,0.2718,0.2275,0.102,0.1437,0.1845,0.2047,0.2229,0.2349,0.21759999,0.24765,0.055708230534708476,-0.13119368,0.09410963,0.095171966,Crop_Map_of_England_2022_Norfolk_refined_247363,0.3123,0.3127,0.07115,0.1045,0.1453,0.16655,0.1782,0.1874,0.1947,0.19725,0.08496191034381477,-0.1992006,0.086516395,0.15402871,0.2582,0.1966,0.0646,0.1023,0.10795,0.16115,0.3338,0.36235,0.37699997,0.3742,0.4177703249967526,0.17446136,0.35728544,0.53077453,0.17655,0.0957,0.05395,0.0852,0.053400002,0.1444,0.33285,0.36625,0.3748,0.3782,0.5787885406487584,0.3347485,0.44153145,0.7543814,"{""type"":""MultiPoint"",""coordinates"":[]}"
3387_0,Potatoes,7,0.28925,0.2172,0.1154,0.1202,0.1352,0.1647,0.18835,0.21285,0.2245,0.2457,0.19078413207107547,-0.12603365,0.1973506,0.24826194,Crop_Map_of_England_2022_Norfolk_refined_76014,0.2305,0.2177,0.0698,0.0806,0.0999,0.1112,0.1252,0.1315,0.1548,0.1452,0.08849186151509206,-0.22302853,0.14229248,0.18018787,0.21775,0.1032,0.04745,0.06875,0.049149998,0.10125,0.3859,0.49425,0.51960003,0.51025,0.8000884099477538,0.4260101,0.66942894,0.8132959,0.1282,0.1114,0.0329,0.031,0.0451,0.0557,0.0584,0.0634,0.0731,0.0766,0.056642399002344024,-0.27619982,0.15331808,0.23364486,"{""type"":""MultiPoint"",""coordinates"":[]}"
3388_0,Potatoes,7,0.17215,0.09285,0.048,0.09415,0.06485,0.1523,0.30655,0.35,0.3596,0.37355,0.5305836672070019,0.3524658,0.42074272,0.69437146,Crop_Map_of_England_2022_Norfolk_refined_314386,0.3149,0.29335,0.09805,0.1385,0.1857,0.21145,0.22565,0.2409,0.2492,0.25355,0.09201418107099996,-0.13217373,0.09795622,0.14692283,0.1992,0.0886,0.0425,0.0847,0.03875,0.13785,0.49235,0.56025,0.57060003,0.58085,0.8644035518564964,0.5071135,0.5704453,0.8644359,0.15755,0.0975,0.039,0.0455,0.069199994,0.0905,0.1013,0.11,0.1237,0.139,0.09988756760664817,-0.12332089,0.18843816,0.25355226,"{""type"":""MultiPoint"",""coordinates"":[]}"
3389_0,Potatoes,7,0.33965,0.31275,0.1052,0.1346,0.17480001,0.1998,0.2111,0.2274,0.23429999,0.24625,0.1006564397735557,-0.18375565,0.105079584,0.14588287,Crop_Map_of_England_2022_Norfolk_refined_216306,0.2819,0.2725,0.0781,0.108,0.145,0.1567,0.167,0.1816,0.1882,0.1925,0.0810477797496656,-0.14434199,0.07747253,0.12717772,0.2073,0.101,0.0393,0.0716,0.0378,0.1253,0.4351,0.5136,0.5436,0.5083,0.8785100015171123,0.46693853,0.6464447,0.8754247,0.1241,0.1101,0.0438,0.0525,0.0771,0.09245,0.0939,0.0994,0.102,0.1036,0.04937486621725576,-0.14925371,0.07759331,0.15116794,"{""type"":""MultiPoint"",""coordinates"":[]}"
3391_0,Potatoes,7,0.3897,0.36815,0.1142,0.1543,0.1999,0.22985,0.23865,0.2556,0.2587,0.2791,0.09178416940594894,-0.20203385,0.096776724,0.12821631,Crop_Map_of_England_2022_Suffolk_refined_442877,0.328,0.314,0.09045,0.1229,0.16170001,0.1834,0.20115,0.21385,0.2346,0.2288,0.11436763618288168,-0.1333892,0.10850967,0.17509034,0.24575,0.12225,0.0642,0.09985,0.07385,0.15895,0.46195,0.5354,0.5246,0.54485,0.7746546867056983,0.42314684,0.52327627,0.7625048,0.2461,0.19065,0.0639,0.08895,0.09895,0.1367,0.1802,0.1919,0.20115,0.2091,0.1341126642106728,-0.09867767,0.15462002,0.21697922,"{""type"":""MultiPoint"",""coordinates"":[]}"
3396_0,Potatoes,7,0.17805,0.1512,0.07235,0.0799,0.0924,0.11485,0.12695,0.1407,0.1342,0.15475,0.08052658912113433,-0.12784426,0.14420941,0.1572901,Crop_Map_of_England_2022_Norfolk_refined_782441,0.29185,0.2781,0.0781,0.1056,0.13530001,0.16375,0.18445,0.20295,0.20480001,0.21635,0.14414376165259898,-0.14228685,0.1412773,0.23617059,0.24625,0.13605,0.0453,0.07575,0.0526,0.1241,0.3377,0.39125,0.4494,0.427,0.7124285138511117,0.3056308,0.5654801,0.7955538,0.12,0.1015,0.0372,0.044,0.0514,0.0689,0.0736,0.0812,0.0785,0.0916,0.06999472205274306,-0.23604062,0.14285715,0.24118476,"{""type"":""MultiPoint"",""coordinates"":[]}"
3397_0,Potatoes,7,0.17585,0.1224,0.0765,0.09355,0.1119,0.1409,0.15405,0.1643,0.1748,0.17715,0.12370711548320593,-0.0030162605,0.113982394,0.21936285,Crop_Map_of_England_2022_Norfolk_refined_569597,0.3146,0.2689,0.0911,0.126,0.161,0.19225,0.2152,0.23465,0.253,0.2486,0.1396527603722093,-0.0987071,0.1199345,0.2321646,0.2575,0.14525,0.0623,0.1032,0.0897,0.1617,0.3117,0.33085,0.37919998,0.36075,0.5167486895408357,0.31135535,0.3838821,0.67184496,0.11525,0.06915,0.0341,0.06265,0.0378,0.1106,0.23235,0.25075,0.2727,0.27445,0.3853819668352945,0.32084575,0.37800348,0.63067365,"{""type"":""MultiPoint"",""coordinates"":[]}"
3398_0,Potatoes,7,0.19105,0.1244,0.0741,0.106,0.1003,0.14525,0.20865,0.22685,0.239,0.2448,0.2712589305083349,0.12294233,0.24160191,0.41345215,Crop_Map_of_England_2022_Norfolk_refined_467852,0.2894,0.241,0.1192,0.1664,0.1934,0.1966,0.2404,0.2602,0.2842,0.274,0.12198382143571607,-0.04667331,0.15031056,0.1773637,0.2495,0.15625,0.0494,0.09415,0.0783,0.16475,0.3315,0.3771,0.427,0.40385,0.5611580117928106,0.26790673,0.41161525,0.68305427,0.18125,0.128,0.0632,0.07985,0.105399996,0.1231,0.1603,0.16595,0.1587,0.17805,0.1089700244956529,-0.05311043,0.16807513,0.1945677,"{""type"":""MultiPoint"",""coordinates"":[]}"
3399_0,Potatoes,7,0.1832,0.122,0.1202,0.1158,0.1172,0.127,0.1651,0.1769,0.2078,0.1793,0.22436849339646342,-0.004329009,0.12864494,0.27876922,Crop_Map_of_England_2022_Norfolk_refined_1183607,0.29495,0.2618,0.0721,0.0936,0.1236,0.14815,0.1672,0.1838,0.18779999,0.2038,0.11453368606233805,-0.21383391,0.16940917,0.19612412,0.257,0.1561,0.053,0.092,0.0712,0.142,0.3826,0.4406,0.41,0.4529,0.6108273331797365,0.26102993,0.49881798,0.7118998,0.15715,0.1165,0.0362,0.06075,0.058650002,0.1005,0.12475,0.13875,0.1446,0.1614,0.1229487297661094,-0.13148749,0.2027934,0.29160097,"{""type"":""MultiPoint"",""coordinates"":[]}"
3401_0,Potatoes,7,0.221,0.1202,0.0761,0.10145,0.07315,0.14165,0.3877,0.4639,0.49019998,0.50585,0.7674170020889084,0.37827933,0.56178665,0.7401353,Crop_Map_of_England_2022_Norfolk_refined_1071420,0.2211,0.195,0.0506,0.0669,0.071,0.0991,0.1506,0.1744,0.2118,0.1922,0.2838039167612024,-0.0077084694,0.30851734,0.4801061,0.1911,0.1013,0.04175,0.0721,0.04485,0.11075,0.34585,0.44145,0.4494,0.45985,0.7079413899481688,0.40568024,0.5962548,0.8165211,0.1567,0.10215,0.0376,0.0536,0.05055,0.0877,0.1292,0.1445,0.1751,0.15825,0.2761492867408558,0.07506178,0.328638,0.56399065,"{""type"":""MultiPoint"",""coordinates"":[]}"
3403_0,Potatoes,7,0.16565,0.10805,0.1098,0.12065,0.0968,0.14615,0.28265,0.3261,0.3469,0.33445,0.5499617316591149,0.34004337,0.3683649,0.5505571,Crop_Map_of_England_2022_Norfolk_refined_1034609,0.25895,0.1984,0.0641,0.08965,0.1134,0.16355,0.2086,0.23375,0.2523,0.26445,0.20263354856305743,-0.06690149,0.22358419,0.31826368,0.2212,0.12895,0.0578,0.1061,0.0752,0.16255,0.3858,0.45585,0.463,0.4655,0.665518713519182,0.34829584,0.4887451,0.7076302,0.21255,0.11965,0.04085,0.0833,0.0729,0.15315,0.25765,0.28455,0.3204,0.3257,0.43634826402842986,0.23862617,0.35118276,0.62906957,"{""type"":""MultiPoint"",""coordinates"":[]}"
3407_0,Potatoes,7,0.1951,0.1489,0.06065,0.076,0.09565,0.1137,0.1225,0.14015,0.1446,0.1554,0.09771924833252178,-0.14229602,0.1451001,0.20374651,Crop_Map_of_England_2022_Norfolk_refined_866924,0.26765,0.24465,0.0771,0.1028,0.13530001,0.154,0.1661,0.1777,0.1886,0.19105,0.09402927989675106,-0.16604975,0.11322675,0.1775965,0.2067,0.10965,0.04055,0.07855,0.0514,0.13665,0.33595,0.39165,0.40280002,0.40815,0.6012684343695676,0.3088384,0.49805635,0.76055074,0.1632,0.1073,0.0389,0.0511,0.0739,0.0943,0.1101,0.1204,0.1394,0.1378,0.1206368264423299,-0.09779351,0.19090283,0.30019122,"{""type"":""MultiPoint"",""coordinates"":[]}"
