system:index,analysis_class,class_id,late_season_B11,late_season_B12,late_season_B2,late_season_B3,late_season_B4,late_season_B5,late_season_B6,late_season_B7,late_season_B8,late_season_B8A,late_season_EVI,late_season_LSWI,late_season_NDRE,late_season_NDVI,sample_uid,spring_growth_B11,spring_growth_B12,spring_growth_B2,spring_growth_B3,spring_growth_B4,spring_growth_B5,spring_growth_B6,spring_growth_B7,spring_growth_B8,spring_growth_B8A,spring_growth_EVI,spring_growth_LSWI,spring_growth_NDRE,spring_growth_NDVI,summer_peak_B11,summer_peak_B12,summer_peak_B2,summer_peak_B3,summer_peak_B4,summer_peak_B5,summer_peak_B6,summer_peak_B7,summer_peak_B8,summer_peak_B8A,summer_peak_EVI,summer_peak_LSWI,summer_peak_NDRE,summer_peak_NDVI,winter_establishment_B11,winter_establishment_B12,winter_establishment_B2,winter_establishment_B3,winter_establishment_B4,winter_establishment_B5,winter_establishment_B6,winter_establishment_B7,winter_establishment_B8,winter_establishment_B8A,winter_establishment_EVI,winter_establishment_LSWI,winter_establishment_NDRE,winter_establishment_NDVI,.geo
0_0,Beet (sugar beet / fodder beet),4,0.2856,0.22225,0.1417,0.16825,0.17250001,0.21635,0.3218,0.3786,0.3748,0.4082,0.33254708662164667,0.104682334,0.2970137,0.3929831,Crop_Map_of_England_2022_Norfolk_refined_895510,0.2658,0.1993,0.064,0.09,0.1026,0.1379,0.1987,0.2218,0.2632,0.2457,0.2952608847710402,0.0063041802,0.24851431,0.43104383,0.24625,0.15545,0.06255,0.09485,0.09405,0.14575,0.324,0.3981,0.3994,0.4307,0.5195177163886904,0.23413713,0.50083303,0.612968,0.25705,0.16305,0.04555,0.07325,0.08405,0.1416,0.2448,0.2835,0.3384,0.3517,0.4243512920672341,0.08738168,0.4021455,0.59365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,Beet (sugar beet / fodder beet),4,0.15305,0.06655,0.0632,0.0951,0.0607,0.13775,0.4222,0.5035,0.5008,0.5268,0.7919413040080312,0.54452616,0.57828504,0.78891295,Crop_Map_of_England_2022_Suffolk_refined_524046,0.2346,0.2178,0.07,0.1026,0.1252,0.1408,0.155,0.1688,0.1776,0.1729,0.08323339528024833,-0.15396263,0.09156311,0.16731086,0.1778,0.0849,0.039,0.0824,0.0526,0.1255,0.4132,0.4924,0.486,0.5056,0.7030283407725231,0.46987954,0.58865464,0.7969321,0.12315,0.1003,0.0361,0.045875,0.062124997,0.07295,0.074375,0.077025,0.077583335,0.083008334,0.0577059307298282,-0.18444715,0.10443261,0.18806162,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,Beet (sugar beet / fodder beet),4,0.2398,0.1564,0.0546,0.0865,0.0758,0.1312,0.2517,0.305,0.3412,0.3288,0.489996349845378,0.18636996,0.43167573,0.6416398,Crop_Map_of_England_2022_Norfolk_refined_168755,0.2396,0.1719,0.0697,0.1,0.119,0.1572,0.2497,0.2792,0.2556,0.2942,0.2302791041483131,0.023334747,0.29522467,0.35032538,0.24805,0.1683,0.05345,0.0858,0.094500005,0.1498,0.2357,0.28255,0.30470002,0.3072,0.3276078414291699,0.11031692,0.3407171,0.49765274,0.1949,0.1308,0.046,0.0616,0.0755,0.1196,0.1764,0.1934,0.1984,0.217,0.20607338944533007,-0.024602018,0.30289945,0.38738737,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,Beet (sugar beet / fodder beet),4,0.19515,0.12105,0.0824,0.09345,0.08405,0.1276,0.2097,0.2366,0.269,0.25795,0.3668757640460606,0.1840957,0.36364278,0.5274975,Crop_Map_of_England_2022_Cambridgeshire_refined_515065,0.2431,0.1764,0.0708,0.0991,0.1021,0.1453,0.2483,0.2834,0.2956,0.3157,0.3145945778355158,0.062353995,0.34423548,0.46396843,0.2365,0.1638,0.0767,0.1028,0.1128,0.1503,0.3003,0.353,0.382,0.3912,0.4702843040632483,0.21664275,0.44014665,0.5243416,0.17525,0.11,0.03465,0.05155,0.056199998,0.0993,0.14925,0.1571,0.1612,0.1844,0.2050603388736082,-0.055248283,0.3068957,0.48367712,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,Beet (sugar beet / fodder beet),4,0.2319,0.12815,0.0686,0.127,0.08,0.16375,0.3621,0.37045,0.42299998,0.41945,0.6175793482160146,0.29176432,0.43822625,0.68186027,Crop_Map_of_England_2022_Norfolk_refined_1161580,0.33675,0.25665,0.0865,0.1204,0.1644,0.1986,0.23345,0.2588,0.2812,0.29145,0.1777104200209047,-0.09957666,0.17471172,0.26151603,0.24835,0.15655,0.0575,0.1023,0.0782,0.15365,0.34565,0.39395,0.41820002,0.4193,0.5770196754673722,0.26420859,0.4678811,0.68987453,0.16845,0.1083,0.04535,0.06135,0.07525,0.111,0.15235,0.173,0.1973,0.20765,0.23206428955425387,0.0937332,0.270548,0.4675301,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,Beet (sugar beet / fodder beet),4,0.1526,0.0848,0.0551,0.0898,0.05995,0.1367,0.38675,0.44025,0.45740002,0.4553,0.7054569360177391,0.4996692,0.5396978,0.77007663,Crop_Map_of_England_2022_Norfolk_refined_242632,0.3386,0.2989,0.0885,0.1216,0.16510001,0.18845,0.20755,0.2249,0.23789999,0.24025,0.12981829834039738,-0.17278385,0.14659396,0.22244258,0.1757,0.0955,0.0562,0.0837,0.060850002,0.1275,0.40725,0.46455,0.4774,0.49205,0.6748783471225068,0.48088962,0.5030598,0.7210212,0.17515,0.1111,0.0449,0.07145,0.0708,0.13155,0.1685,0.18215,0.19620001,0.1963,0.15829440032494368,-0.0058913426,0.23911731,0.4154003,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,Beet (sugar beet / fodder beet),4,0.155,0.1106,0.0618,0.0796,0.1072,0.1376,0.1588,0.1769,0.1876,0.1962,0.14700505749327883,0.0951547,0.17555423,0.27272728,Crop_Map_of_England_2022_Suffolk_refined_324001,0.3288,0.3328,0.0905,0.1222,0.1578,0.1893,0.2143,0.229,0.223,0.2472,0.12499999692083048,-0.1687389,0.1341853,0.19800743,0.19,0.1536,0.0761,0.0978,0.0918,0.1535,0.3229,0.3952,0.41,0.4235,0.5275182512000419,0.2899611,0.45829713,0.6199766,0.1949,0.0924,0.04815,0.0753,0.06525,0.1391,0.23575,0.2647,0.2976,0.3147,0.32103120979802613,0.20262334,0.28929234,0.47633097,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,Beet (sugar beet / fodder beet),4,0.1419,0.0682,0.0382,0.063,0.0312,0.0885,0.3313,0.4163,0.484,0.429,0.6214082407246244,0.53428376,0.6356275,0.83870965,Crop_Map_of_England_2022_Norfolk_refined_1053260,0.20375,0.1553,0.0501,0.07395,0.06755,0.113,0.19835,0.2211,0.2825,0.2466,0.39620572298342177,0.14874466,0.37850544,0.61690295,0.1812,0.10035,0.02885,0.05515,0.03705,0.09465,0.2684,0.3292,0.3662,0.35025,0.5770227959580407,0.31271565,0.5789931,0.80870837,0.1741,0.0906,0.0368,0.06655,0.05735,0.1115,0.2189,0.2582,0.3143,0.28725,0.45793772661063536,0.29324043,0.4015486,0.6869781,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,Beet (sugar beet / fodder beet),4,0.2748,0.2766,0.0866,0.1151,0.1516,0.1549,0.15965,0.1721,0.1925,0.18155,0.07039279518567876,-0.17611642,0.07921684,0.1188619,Crop_Map_of_England_2022_Norfolk_refined_465774,0.3149,0.3082,0.1032,0.1375,0.1728,0.19735,0.21305,0.2258,0.2326,0.23765,0.0916637349970735,-0.14232282,0.07793374,0.14334735,0.25235,0.1457,0.0616,0.0934,0.07605,0.1364,0.36995,0.42785,0.4346,0.43905,0.563258145277693,0.26508322,0.50058675,0.666568,0.13525,0.11505,0.04615,0.0592,0.07015,0.0853,0.0907,0.09615,0.098000005,0.102,0.048878378145454426,-0.13200437,0.079747565,0.13535841,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,Beet (sugar beet / fodder beet),4,0.0723,0.0542,0.03715,0.0533,0.046350002,0.0631,0.1346,0.15735,0.157,0.16225,0.23919517621479003,0.3707718,0.44204962,0.54423773,Crop_Map_of_England_2022_Norfolk_refined_907611,0.2519,0.2152,0.0734,0.1004,0.1218,0.1456,0.1903,0.2006,0.2346,0.218,0.1917293397034617,-0.011599004,0.22962964,0.32069516,0.1719,0.1043,0.0541,0.0956,0.0713,0.1434,0.3788,0.4406,0.436,0.4591,0.6648993694973798,0.42736343,0.50522846,0.7358779,0.1909,0.1172,0.0461,0.0686,0.068,0.132,0.2387,0.2662,0.2876,0.2921,0.38267989218095355,0.1859794,0.39321962,0.59805775,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,Beet (sugar beet / fodder beet),4,0.12095,0.04925,0.04155,0.06995,0.0309,0.10185,0.38445,0.45865,0.4446,0.4737,0.6915826824276188,0.55650246,0.55849844,0.72353494,Crop_Map_of_England_2022_Norfolk_refined_248155,0.33125,0.3219,0.08995,0.1261,0.171,0.19615,0.21205,0.22505,0.23359999,0.24035,0.09839032501885403,-0.17026511,0.097273685,0.15658903,0.21755,0.1259,0.0565,0.10175,0.0677,0.1549,0.40295,0.47075,0.48479998,0.4939,0.7103266430552,0.38379103,0.49853656,0.75932354,0.1345,0.0777,0.0364,0.0576,0.0573,0.1047,0.176,0.1933,0.2066,0.2106,0.292195071371523,0.17070423,0.34252048,0.5818764,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,Beet (sugar beet / fodder beet),4,0.04175,0.0219,0.0184,0.0232,0.013900001,0.03215,0.10475,0.1294,0.1261,0.12805,0.2617828298351752,0.5026242,0.5986218,0.80142856,Crop_Map_of_England_2022_Norfolk_refined_141532,0.2788,0.263,0.0807,0.1168,0.1531,0.168,0.18785,0.2024,0.2233,0.21475,0.10179254038902341,-0.14299765,0.109653026,0.1801524,0.19235,0.1122,0.0502,0.09905,0.067949995,0.15,0.3853,0.44705,0.4526,0.45285,0.6647148005880137,0.4178253,0.50798947,0.7378691,0.1822,0.1399,0.04275,0.06495,0.0809,0.1183,0.1342,0.14515,0.15450001,0.1622,0.18074898957864705,-0.0731738,0.21167393,0.37954584,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,Beet (sugar beet / fodder beet),4,0.128,0.06835,0.0823,0.0973,0.0695,0.12995,0.31285,0.35595,0.3637,0.3643,0.5964759031971748,0.45395783,0.44015226,0.63960654,Crop_Map_of_England_2022_Norfolk_refined_385597,0.3569,0.34525,0.1157,0.1697,0.215,0.24275,0.2535,0.26475,0.2752,0.2764,0.0892671071395868,-0.13189034,0.06702554,0.13453381,0.2466,0.1676,0.0729,0.1218,0.1139,0.1865,0.37575,0.4134,0.4202,0.42565,0.5181451874251842,0.27237105,0.38520426,0.5777628,0.1359,0.07185,0.0281,0.05675,0.045649998,0.1068,0.2359,0.25715,0.2698,0.2719,0.43486170529665996,0.3520606,0.40761244,0.6849116,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,Beet (sugar beet / fodder beet),4,0.1548,0.0782,0.0578,0.0943,0.0625,0.1441,0.3852,0.4429,0.4488,0.4653,0.7021521560327029,0.48707753,0.53150505,0.7555251,Crop_Map_of_England_2022_Suffolk_refined_422272,0.2561,0.22375,0.0628,0.09955,0.1279,0.1472,0.1629,0.1726,0.1786,0.1799,0.09355189279060655,-0.16338074,0.1034366,0.178796,0.2135,0.10495,0.0531,0.1182,0.0676,0.1729,0.42925,0.48445,0.49,0.4981,0.6809853231903846,0.42996478,0.51478696,0.7681164,0.127,0.104175,0.0323,0.0511,0.0667,0.0783,0.0844,0.0903,0.0941,0.09805,0.06033797688275547,-0.13486694,0.115629025,0.19050376,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,Beet (sugar beet / fodder beet),4,0.1163,0.09865,0.07855,0.08685,0.0882,0.1205,0.16495,0.18235,0.155,0.18965,0.1525353987031392,0.14266127,0.2231273,0.27507007,Crop_Map_of_England_2022_Suffolk_refined_52606,0.2909,0.2534,0.0667,0.1006,0.1292,0.1716,0.221,0.2337,0.2588,0.2552,0.1632602246473178,-0.049327377,0.17888,0.20516837,0.2912,0.22615,0.0717,0.1319,0.13170001,0.20055,0.3314,0.3676,0.37379998,0.3834,0.40741175632470417,0.12690951,0.32722834,0.5020877,0.2129,0.1767,0.0472,0.0709,0.0873,0.1265,0.159,0.1684,0.1808,0.1865,0.1565717573126305,-0.07852313,0.19823058,0.3568147,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,Beet (sugar beet / fodder beet),4,0.04925,0.02985,0.0205,0.0279,0.0216,0.03925,0.09265,0.10405,0.10045,0.1071,0.1831487891311191,0.34206614,0.46348572,0.6460421,Crop_Map_of_England_2022_Norfolk_refined_349727,0.3298,0.27165,0.0823,0.1174,0.1637,0.1895,0.20645,0.21805,0.2456,0.2367,0.1082075912204882,-0.1437979,0.10957197,0.16635029,0.2813,0.2212,0.0827,0.1358,0.1468,0.2098,0.3376,0.3753,0.3804,0.3874,0.3673382500458239,0.15258019,0.30333722,0.4632107,0.21125,0.1238,0.0546,0.0885,0.073,0.14795,0.24215,0.26195,0.271,0.2787,0.39892327116131043,0.1772533,0.34246656,0.59528923,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,Beet (sugar beet / fodder beet),4,0.02255,0.00805,0.0252,0.0305,0.0196,0.0374,0.0893,0.10145,0.0929,0.10275,0.17939333235513183,0.60935515,0.46625242,0.65155554,Crop_Map_of_England_2022_Norfolk_refined_265900,0.271,0.2459,0.0678,0.1012,0.1354,0.1621,0.1755,0.1879,0.2008,0.2016,0.09749933713966627,-0.19924672,0.11755952,0.17740864,0.1996,0.10625,0.0541,0.1063,0.0628,0.1583,0.4305,0.50435,0.5034,0.51905,0.7108841521105969,0.43232742,0.52303356,0.7508555,0.2101,0.1583,0.0533,0.0727,0.099999994,0.12145,0.13,0.1396,0.1488,0.15325,0.08575277297913084,-0.16757084,0.11304946,0.19417654,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,Beet (sugar beet / fodder beet),4,0.1265,0.1458,0.0481,0.0494,0.0387,0.0794,0.1745,0.2148,0.1814,0.2324,0.3388421947598444,0.17830464,0.49069917,0.64834166,Crop_Map_of_England_2022_Cambridgeshire_refined_136709,0.2663,0.2475,0.0572,0.0674,0.08385,0.10035,0.12385,0.1365,0.1543,0.16515,0.14322874892696838,-0.27561742,0.23373206,0.29527727,0.1967,0.1047,0.0531,0.0827,0.0602,0.14265,0.40475,0.456,0.474,0.4827,0.7751990049230505,0.45626995,0.52428335,0.7992223,0.1559,0.1169,0.0249,0.0289,0.0504,0.064,0.0779,0.0971,0.1032,0.1203,0.1073738220843628,-0.26677713,0.28900525,0.37794533,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,Beet (sugar beet / fodder beet),4,0.1225,0.06535,0.0534,0.0731,0.06135,0.10855,0.2205,0.2394,0.2407,0.2446,0.3709822064568742,0.3258065,0.38263744,0.59338915,Crop_Map_of_England_2022_Norfolk_refined_1123773,0.1937,0.1225,0.0527,0.0978,0.0992,0.1576,0.25945,0.27935,0.31300002,0.3097,0.3061542699813983,0.23548202,0.25388277,0.519404,0.2872,0.2121,0.0753,0.1204,0.1379,0.18475,0.28405,0.32005,0.3342,0.3356,0.2927007294203863,0.055166952,0.29987547,0.39792386,0.15005,0.07375,0.02965,0.06825,0.0348,0.1239,0.3677,0.40945,0.45520002,0.4308,0.723664847259323,0.54966736,0.55860215,0.87237525,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,Beet (sugar beet / fodder beet),4,0.2177,0.1437,0.1018,0.1318,0.126,0.1872,0.3199,0.3616,0.3544,0.3797,0.4239364528107297,0.23894425,0.33956605,0.47543713,Crop_Map_of_England_2022_Norfolk_refined_282890,0.2682,0.2349,0.0882,0.1302,0.1454,0.1873,0.2625,0.2844,0.3148,0.3097,0.22988505685426683,0.04984379,0.1459829,0.2912913,0.26905,0.18155,0.07265,0.1291,0.1087,0.20775,0.34655,0.3884,0.3976,0.40355,0.45769750729365505,0.22734609,0.36417195,0.57123035,0.1595,0.0803,0.0373,0.0821,0.0416,0.147,0.3442,0.3713,0.3852,0.3842,0.6238108536168829,0.380212,0.45549926,0.7915325,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,Beet (sugar beet / fodder beet),4,0.139,0.06465,0.03885,0.07215,0.03865,0.1107,0.38985,0.46855,0.4982,0.48375,0.7985443967602299,0.563731,0.62752944,0.85601026,Crop_Map_of_England_2022_Norfolk_refined_691235,0.29,0.24135,0.0799,0.113,0.1435,0.1586,0.18945,0.21505,0.2135,0.23055,0.12661374050529617,-0.109848484,0.20179237,0.21694101,0.1629,0.0846,0.03895,0.078,0.05025,0.1179,0.37295,0.452,0.4486,0.45345,0.6917282376297469,0.4733231,0.5829721,0.7979749,0.1923,0.12695,0.0587,0.07855,0.1038,0.1308,0.1839,0.19935,0.2148,0.2292,0.20079963444686716,0.05297616,0.24832872,0.35077298,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,Beet (sugar beet / fodder beet),4,0.05195,0.0258,0.03275,0.04005,0.02285,0.04685,0.1292,0.1484,0.1507,0.1553,0.3066905946001831,0.48733932,0.53657,0.73672915,Crop_Map_of_England_2022_Norfolk_refined_1073394,0.29285,0.234,0.05935,0.0862,0.1105,0.1403,0.1896,0.20205,0.2143,0.22765,0.16008522353823745,-0.14246435,0.24441235,0.28944972,0.25765,0.1726,0.06355,0.1148,0.1048,0.1732,0.36505,0.4141,0.4112,0.43095,0.5227518108066043,0.25193653,0.41357073,0.6010617,0.1799,0.1063,0.0445,0.0708,0.0731,0.1202,0.195,0.2174,0.236,0.2426,0.27960345171789475,0.13528337,0.35818714,0.5221239,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,Beet (sugar beet / fodder beet),4,0.16065,0.077,0.05225,0.0886,0.0543,0.1306,0.34665,0.3945,0.3748,0.40415,0.6121524584783016,0.39969602,0.5115315,0.7466968,Crop_Map_of_England_2022_Norfolk_refined_682665,0.28885,0.26285,0.085,0.1115,0.1422,0.16935,0.1921,0.20795,0.2123,0.22185,0.12202431235276662,-0.13529132,0.14184794,0.20925957,0.2155,0.131,0.06115,0.1072,0.086500004,0.16355,0.38965,0.4473,0.444,0.4581,0.5926892863894426,0.330851,0.48189527,0.66608596,0.1578,0.10315,0.03475,0.0551,0.065400004,0.10265,0.12525,0.1391,0.1258,0.14825,0.11357640335690547,-0.11362702,0.21762583,0.34961182,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,Beet (sugar beet / fodder beet),4,0.21385,0.1473,0.08835,0.1052,0.134,0.1592,0.17145,0.188,0.1959,0.20675,0.11572042116712275,-0.043713626,0.12995404,0.18763304,Crop_Map_of_England_2022_Norfolk_refined_383647,0.2953,0.221,0.0668,0.0904,0.1128,0.15135,0.1841,0.20385,0.2247,0.22845,0.19990491947442685,-0.13086636,0.21229024,0.33814874,0.2439,0.1404,0.04785,0.1032,0.0712,0.16815,0.3832,0.4281,0.4208,0.4537,0.5290481168849741,0.2443752,0.4220792,0.6754795,0.21855,0.13615,0.04295,0.0655,0.07545,0.12235,0.16955,0.1862,0.2121,0.2144,0.21730640092761483,-0.007864034,0.25461224,0.4263754,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,Beet (sugar beet / fodder beet),4,0.1346,0.0949,0.046,0.066,0.0898,0.1,0.1044,0.1137,0.1196,0.1231,0.06027334643430215,-0.05900866,0.10354102,0.14231135,Crop_Map_of_England_2022_Suffolk_refined_537583,0.26645,0.2255,0.0709,0.1029,0.124400005,0.1477,0.16035,0.17395,0.1918,0.18655,0.10246856478334554,-0.16939585,0.12494456,0.19981499,0.2717,0.2197,0.0821,0.1211,0.143,0.178,0.23195,0.2399,0.2473,0.2504,0.11789156687739855,-0.051601026,0.099036954,0.16236022,0.2115,0.13245,0.0491,0.0785,0.07275,0.13595,0.21685,0.23945,0.26534998,0.2651,0.2917520599578455,0.101417266,0.27739894,0.50197875,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,Beet (sugar beet / fodder beet),4,0.27265,0.18735,0.076,0.1144,0.1321,0.18785,0.31465,0.35215,0.3606,0.3946,0.3608244345933852,0.1389033,0.3549475,0.46377286,Crop_Map_of_England_2022_Suffolk_refined_564407,0.33295,0.25295,0.05615,0.07155,0.092250004,0.10825,0.1334,0.1541,0.1875,0.1899,0.1740082206696858,-0.27081457,0.26359746,0.35854766,0.2622,0.1657,0.095,0.143,0.1388,0.1947,0.4311,0.4923,0.5124,0.5236,0.5480886863022907,0.24178155,0.35950983,0.5560279,0.1814,0.10895,0.04295,0.09265,0.0702,0.1535,0.25355,0.2834,0.2904,0.30915,0.338124532189068,0.1801259,0.30019513,0.54270464,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,Beet (sugar beet / fodder beet),4,0.27395,0.19805,0.1179,0.1478,0.1294,0.21715,0.39285,0.4388,0.43379998,0.46515,0.5622994030647874,0.22686519,0.3822398,0.5564905,Crop_Map_of_England_2022_Norfolk_refined_1244493,0.28905,0.19845,0.0643,0.09455,0.1038,0.1672,0.2618,0.28995,0.3164,0.31915,0.36912184575107393,0.04400807,0.29695016,0.50274396,0.23425,0.1441,0.05275,0.088,0.07975,0.15755,0.3163,0.35815,0.36519998,0.39285,0.4724391784945807,0.22014378,0.434688,0.62625647,0.2249,0.1382,0.0504,0.0796,0.081,0.144,0.2446,0.277,0.2986,0.3148,0.3820146119814186,0.124177806,0.35414118,0.56664026,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,Beet (sugar beet / fodder beet),4,0.13715,0.06045,0.05385,0.0833,0.03835,0.13,0.50685,0.6108,0.61800003,0.6212,1.0033928738185058,0.6367583,0.6538919,0.8831511,Crop_Map_of_England_2022_Norfolk_refined_859401,0.2697,0.2442,0.0613,0.0845,0.10205001,0.1251,0.14155,0.15515,0.1733,0.1721,0.11602989416861693,-0.23376442,0.17501159,0.23419468,0.228,0.1324,0.0566,0.1104,0.0819,0.1733,0.4163,0.4585,0.452,0.4744,0.6375936851550126,0.33787182,0.48750198,0.70958084,0.19535,0.1333,0.0389,0.05835,0.0735,0.11325,0.1435,0.15775,0.17089999,0.18145,0.18054650580710796,-0.027694693,0.21919118,0.3540961,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,Beet (sugar beet / fodder beet),4,0.16955,0.11475,0.0606,0.085,0.06555,0.122,0.28905,0.32855,0.345,0.33995,0.5435333608645534,0.34122682,0.4682879,0.6819386,Crop_Map_of_England_2022_Norfolk_refined_733991,0.26465,0.2403,0.0763,0.098,0.1114,0.14675,0.19215,0.2108,0.2335,0.2315,0.2428124370857767,0.0015661517,0.1995112,0.319761,0.2409,0.1955,0.08295,0.127,0.1152,0.19175,0.35975,0.4028,0.4146,0.4192,0.48194494998485815,0.22910637,0.33937475,0.5408247,0.1338,0.1055,0.0407,0.0531,0.0667,0.0842,0.1073,0.122,0.1624,0.1362,0.17804685599285194,0.0038997093,0.23660946,0.38375798,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,Beet (sugar beet / fodder beet),4,0.33145,0.2436,0.09525,0.1299,0.1293,0.20405,0.30515,0.33345,0.345,0.3659,0.3833595638355322,0.019929895,0.28383768,0.4546441,Crop_Map_of_England_2022_Norfolk_refined_299660,0.2846,0.2976,0.0857,0.1159,0.13769999,0.17185,0.19115,0.20215,0.2102,0.21525,0.13892092402552586,-0.12161093,0.11784484,0.19865888,0.1366,0.06095,0.041,0.0695,0.03895,0.10555,0.4345,0.50815,0.51199996,0.5152,0.8151872784105763,0.58038497,0.6075335,0.86146,0.18545,0.1496,0.05185,0.06795,0.0783,0.1088,0.1267,0.13595,0.1444,0.1452,0.11413651957373872,-0.13004325,0.1473269,0.2670794,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,Beet (sugar beet / fodder beet),4,0.177,0.1087,0.0674,0.1072,0.08405,0.1634,0.3373,0.38055,0.3784,0.3983,0.5379464363909157,0.37527642,0.41680247,0.6422346,Crop_Map_of_England_2022_Suffolk_refined_302353,0.2596,0.21805,0.07215,0.0967,0.1242,0.14395,0.1617,0.17455,0.1851,0.18665,0.10207843478518866,-0.15090588,0.12630719,0.19496536,0.2198,0.1197,0.0629,0.124,0.0872,0.18255,0.4294,0.48275,0.49620003,0.50775,0.7615823835137223,0.4523318,0.49179977,0.7482261,0.15705,0.11873333,0.045975,0.05905,0.080925,0.098733336,0.109,0.116725,0.12805,0.13325,0.08905966916649471,-0.12172044,0.135381,0.22678933,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,Beet (sugar beet / fodder beet),4,0.0391,0.0162,0.04375,0.0584,0.02835,0.0727,0.2035,0.22815,0.2201,0.23135,0.45135822870565545,0.6982988,0.5217805,0.771781,Crop_Map_of_England_2022_Norfolk_refined_47909,0.321,0.32255,0.1047,0.1318,0.1786,0.2003,0.2172,0.22705,0.23179999,0.2402,0.08873338964586766,-0.1500083,0.0880483,0.14064465,0.1615,0.07255,0.0484,0.1005,0.045199998,0.15005,0.46755,0.57435,0.5692,0.57305,0.8702546847886296,0.5758681,0.60032487,0.86204946,0.15915,0.10085,0.0437,0.05595,0.0662,0.10575,0.1827,0.20445,0.2173,0.21445,0.2322547356692906,0.03993785,0.272418,0.42850426,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,Beet (sugar beet / fodder beet),4,0.1841,0.13105,0.06385,0.0892,0.10349999,0.1419,0.1731,0.19565,0.1798,0.2092,0.14432686765027666,-0.011867265,0.19168484,0.26949418,Crop_Map_of_England_2022_Norfolk_refined_1029050,0.2738,0.2333,0.08025,0.1081,0.1391,0.16445,0.21625,0.24005,0.22940001,0.25835,0.14208652230903385,-0.09462882,0.22544673,0.23978078,0.2526,0.16695,0.0488,0.0849,0.080400005,0.1555,0.2656,0.30055,0.3328,0.3353,0.46539637195938777,0.17516442,0.3582635,0.6108572,0.1751,0.1233,0.0444,0.0582,0.0767,0.1198,0.1599,0.177,0.1694,0.1968,0.1872150071940228,-0.039410245,0.26244622,0.4059731,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,Beet (sugar beet / fodder beet),4,0.26415,0.22775,0.0896,0.1222,0.1609,0.18105,0.18645,0.1996,0.2101,0.20945,0.08165097606709561,-0.12132385,0.066561885,0.13175009,Crop_Map_of_England_2022_Suffolk_refined_70317,0.2781,0.2639,0.0812,0.1182,0.1432,0.1633,0.173,0.1866,0.1934,0.1915,0.08472874573032328,-0.15839809,0.09041636,0.15532053,0.2862,0.2053,0.0786,0.1126,0.1422,0.1772,0.3412,0.3893,0.3936,0.4015,0.44902663082808075,0.17371024,0.36809313,0.48977396,0.199375,0.10611428,0.038525,0.08285,0.04785,0.14866666,0.30021667,0.31335,0.33990002,0.3349,0.5210153841568763,0.26985672,0.40327182,0.74314296,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,Beet (sugar beet / fodder beet),4,0.0881,0.05365,0.0182,0.04015,0.0357,0.06815,0.1396,0.16585,0.1737,0.18265,0.27568513186871013,0.32697868,0.45657584,0.65907663,Crop_Map_of_England_2022_Norfolk_refined_14440,0.31015,0.2872,0.0859,0.1207,0.1625,0.1898,0.1997,0.211,0.235,0.23005,0.11003093794855442,-0.13174552,0.10473896,0.18505892,0.22625,0.15045,0.0703,0.1237,0.111200005,0.1953,0.37885,0.4369,0.48119998,0.47015,0.5778326804005773,0.2939251,0.37914607,0.62033844,0.1453,0.0931,0.0287,0.0408,0.0478,0.0797,0.104,0.1125,0.1334,0.1393,0.1689004964786192,-0.06983654,0.2803309,0.4775889,"{""type"":""MultiPoint"",""coordinates"":[]}"
