setting_id,n_estimators,max_features,min_samples_leaf,class_weight,class,f1_score_s1s2,user_accuracy_s1s2,producer_accuracy_s1s2,support_s1s2,f1_score_s2_only,user_accuracy_s2_only,producer_accuracy_s2_only,support_s2_only,f1_score_delta,user_accuracy_delta,producer_accuracy_delta
rf_14,500,sqrt,1,balanced_subsample,Maize,0.7058823529411765,0.6933333333333334,0.7188940092165899,217.0,0.6189473684210526,0.5697674418604651,0.6774193548387096,217.0,0.08693498452012394,0.12356589147286823,0.04147465437788023
rf_14,500,sqrt,1,balanced_subsample,Oilseed rape,0.9016786570743405,0.8952380952380953,0.9082125603864735,207.0,0.8208955223880597,0.8461538461538461,0.7971014492753623,207.0,0.08078313468628073,0.04908424908424913,0.11111111111111116
rf_14,500,sqrt,1,balanced_subsample,Potatoes,0.7894736842105263,0.8048780487804879,0.7746478873239436,213.0,0.6997518610421837,0.7421052631578947,0.6619718309859155,213.0,0.08972182316834265,0.06277278562259314,0.11267605633802813
rf_14,500,sqrt,1,balanced_subsample,Pulses / field beans and peas,0.663594470046083,0.6486486486486487,0.6792452830188679,212.0,0.5339805825242718,0.55,0.5188679245283019,212.0,0.12961388752181113,0.09864864864864864,0.160377358490566
rf_15,500,sqrt,3,balanced,Winter wheat,0.8088235294117647,0.8333333333333334,0.7857142857142857,210.0,0.7417840375586855,0.7314814814814815,0.7523809523809524,210.0,0.06703949185307922,0.10185185185185186,0.033333333333333326
rf_15,500,sqrt,3,balanced,Winter barley,0.7945205479452054,0.7981651376146789,0.7909090909090909,220.0,0.7454545454545455,0.7454545454545455,0.7454545454545455,220.0,0.049066002490659955,0.05271059216013341,0.045454545454545414
rf_15,500,sqrt,3,balanced,Spring barley,0.8397291196388262,0.8378378378378378,0.8416289592760181,221.0,0.7647058823529411,0.7137254901960784,0.8235294117647058,221.0,0.07502323728588511,0.12411234764175938,0.018099547511312264
rf_15,500,sqrt,3,balanced,Beet (sugar beet / fodder beet),0.8264840182648402,0.8418604651162791,0.8116591928251121,223.0,0.7699530516431925,0.8078817733990148,0.7354260089686099,223.0,0.056530966621647694,0.03397869171726431,0.07623318385650224
rf_15,500,sqrt,3,balanced,Maize,0.6819221967963387,0.6772727272727272,0.6866359447004609,217.0,0.6228813559322034,0.5764705882352941,0.6774193548387096,217.0,0.0590408408641353,0.10080213903743318,0.009216589861751223
rf_15,500,sqrt,3,balanced,Oilseed rape,0.8973747016706444,0.8867924528301887,0.9082125603864735,207.0,0.81,0.8393782383419689,0.782608695652174,207.0,0.08737470167064432,0.04741421448821981,0.12560386473429952
rf_15,500,sqrt,3,balanced,Potatoes,0.7848699763593381,0.7904761904761904,0.7793427230046949,213.0,0.6898263027295285,0.7315789473684211,0.6525821596244131,213.0,0.09504367362980959,0.05889724310776934,0.12676056338028174
rf_15,500,sqrt,3,balanced,Pulses / field beans and peas,0.6545454545454545,0.631578947368421,0.6792452830188679,212.0,0.511166253101737,0.5392670157068062,0.4858490566037736,212.0,0.14337920144371752,0.09231193166161478,0.1933962264150943
rf_16,500,sqrt,3,balanced_subsample,Winter wheat,0.803921568627451,0.8282828282828283,0.780952380952381,210.0,0.7348837209302326,0.7181818181818181,0.7523809523809524,210.0,0.06903784769721844,0.11010101010101014,0.02857142857142858
rf_16,500,sqrt,3,balanced_subsample,Winter barley,0.7899543378995434,0.7935779816513762,0.7863636363636364,220.0,0.7334851936218679,0.7351598173515982,0.7318181818181818,220.0,0.056469144277675465,0.058418164299777975,0.054545454545454564
rf_16,500,sqrt,3,balanced_subsample,Spring barley,0.8539325842696629,0.8482142857142857,0.8597285067873304,221.0,0.7536842105263157,0.7047244094488189,0.8099547511312217,221.0,0.10024837374334716,0.14348987626546683,0.04977375565610864
rf_16,500,sqrt,3,balanced_subsample,Beet (sugar beet / fodder beet),0.8181818181818182,0.8294930875576036,0.8071748878923767,223.0,0.7735849056603774,0.8159203980099502,0.7354260089686099,223.0,0.044596912521440824,0.01357268954765345,0.0717488789237668
rf_16,500,sqrt,3,balanced_subsample,Maize,0.6863636363636364,0.6771300448430493,0.695852534562212,217.0,0.6221294363256785,0.5687022900763359,0.6866359447004609,217.0,0.06423420003795788,0.1084277547667134,0.009216589861751112
rf_16,500,sqrt,3,balanced_subsample,Oilseed rape,0.8952380952380953,0.8826291079812206,0.9082125603864735,207.0,0.8079800498753117,0.8350515463917526,0.782608695652174,207.0,0.08725804536278359,0.04757756158946802,0.12560386473429952
rf_16,500,sqrt,3,balanced_subsample,Potatoes,0.7848699763593381,0.7904761904761904,0.7793427230046949,213.0,0.6984924623115578,0.7513513513513513,0.6525821596244131,213.0,0.08637751404778027,0.039124839124839106,0.12676056338028174
rf_16,500,sqrt,3,balanced_subsample,Pulses / field beans and peas,0.6620370370370371,0.65,0.6745283018867925,212.0,0.515,0.5478723404255319,0.4858490566037736,212.0,0.14703703703703708,0.10212765957446812,0.18867924528301888
rf_17,500,sqrt,5,balanced,Winter wheat,0.8019559902200489,0.8241206030150754,0.780952380952381,210.0,0.7378190255220418,0.7194570135746606,0.7571428571428571,210.0,0.06413696469800712,0.10466358944041476,0.023809523809523836
rf_17,500,sqrt,5,balanced,Winter barley,0.7873303167420814,0.7837837837837838,0.7909090909090909,220.0,0.7442922374429224,0.7477064220183486,0.740909090909091,220.0,0.04303807929915904,0.03607736176543519,0.04999999999999993
rf_17,500,sqrt,5,balanced,Spring barley,0.8409090909090909,0.8447488584474886,0.8371040723981901,221.0,0.7484407484407485,0.6923076923076923,0.8144796380090498,221.0,0.09246834246834246,0.1524411661397963,0.022624434389140302
rf_17,500,sqrt,5,balanced,Beet (sugar beet / fodder beet),0.8272727272727273,0.8387096774193549,0.8161434977578476,223.0,0.7725118483412322,0.8190954773869347,0.7309417040358744,223.0,0.05476087893149506,0.019614200032420204,0.08520179372197312
rf_17,500,sqrt,5,balanced,Maize,0.6742081447963801,0.6622222222222223,0.6866359447004609,217.0,0.6115702479338843,0.5543071161048689,0.6820276497695853,217.0,0.06263789686249588,0.10791510611735333,0.004608294930875556
rf_17,500,sqrt,5,balanced,Oilseed rape,0.9,0.8873239436619719,0.9130434782608695,207.0,0.805,0.8341968911917098,0.7777777777777778,207.0,0.09499999999999997,0.05312705247026206,0.13526570048309172
rf_17,500,sqrt,5,balanced,Potatoes,0.7828162291169452,0.7961165048543689,0.7699530516431925,213.0,0.690176322418136,0.7445652173913043,0.6431924882629108,213.0,0.09263990669880917,0.05155128746306459,0.12676056338028174
rf_17,500,sqrt,5,balanced,Pulses / field beans and peas,0.6589861751152074,0.6441441441441441,0.6745283018867925,212.0,0.48854961832061067,0.5303867403314917,0.4528301886792453,212.0,0.17043655679459674,0.11375740381265242,0.22169811320754718
rf_18,500,sqrt,5,balanced_subsample,Winter wheat,0.7990196078431373,0.8232323232323232,0.7761904761904762,210.0,0.728110599078341,0.7053571428571429,0.7523809523809524,210.0,0.07090900876479633,0.1178751803751803,0.023809523809523836
rf_18,500,sqrt,5,balanced_subsample,Winter barley,0.7863636363636364,0.7863636363636364,0.7863636363636364,220.0,0.7351598173515982,0.7385321100917431,0.7318181818181818,220.0,0.05120381901203819,0.04783152627189324,0.054545454545454564
rf_18,500,sqrt,5,balanced_subsample,Spring barley,0.8371040723981901,0.8371040723981901,0.8371040723981901,221.0,0.7589098532494759,0.70703125,0.8190045248868778,221.0,0.07819421914871416,0.13007282239819007,0.018099547511312264
rf_18,500,sqrt,5,balanced_subsample,Beet (sugar beet / fodder beet),0.8302752293577982,0.8497652582159625,0.8116591928251121,223.0,0.7688679245283019,0.8109452736318408,0.7309417040358744,223.0,0.0614073048294963,0.038819984584121725,0.08071748878923768
rf_18,500,sqrt,5,balanced_subsample,Maize,0.6832579185520362,0.6711111111111111,0.695852534562212,217.0,0.6176470588235294,0.5675675675675675,0.6774193548387096,217.0,0.06561085972850678,0.10354354354354356,0.018433179723502335
rf_18,500,sqrt,5,balanced_subsample,Oilseed rape,0.8978622327790974,0.883177570093458,0.9130434782608695,207.0,0.8170426065162907,0.8489583333333334,0.7874396135265701,207.0,0.0808196262628067,0.034219236760124616,0.1256038647342994
rf_18,500,sqrt,5,balanced_subsample,Potatoes,0.7884615384615384,0.8078817733990148,0.7699530516431925,213.0,0.6734177215189874,0.7307692307692307,0.6244131455399061,213.0,0.11504381694255106,0.07711254262978406,0.14553990610328638
rf_18,500,sqrt,5,balanced_subsample,Pulses / field beans and peas,0.6530612244897959,0.62882096069869,0.6792452830188679,212.0,0.5062034739454094,0.5340314136125655,0.4811320754716981,212.0,0.14685775054438643,0.09478954708612453,0.19811320754716977
rf_19,500,log2,1,balanced,Winter wheat,0.8088235294117647,0.8333333333333334,0.7857142857142857,210.0,0.7331786542923434,0.7149321266968326,0.7523809523809524,210.0,0.0756448751194213,0.11840120663650078,0.033333333333333326
rf_19,500,log2,1,balanced,Winter barley,0.7908045977011494,0.8,0.7818181818181819,220.0,0.75,0.7641509433962265,0.7363636363636363,220.0,0.040804597701149414,0.03584905660377358,0.045454545454545525
rf_19,500,log2,1,balanced,Spring barley,0.8374164810690423,0.8245614035087719,0.8506787330316742,221.0,0.7600849256900213,0.716,0.8099547511312217,221.0,0.07733155537902103,0.10856140350877197,0.040723981900452455
rf_19,500,log2,1,balanced,Beet (sugar beet / fodder beet),0.8306997742663657,0.8363636363636363,0.8251121076233184,223.0,0.7663551401869159,0.8,0.7354260089686099,223.0,0.06434463407944979,0.036363636363636265,0.08968609865470856
rf_19,500,log2,1,balanced,Maize,0.6816143497757847,0.6637554585152838,0.7004608294930875,217.0,0.6206896551724138,0.582995951417004,0.663594470046083,217.0,0.06092469460337091,0.08075950709827984,0.03686635944700456
rf_19,500,log2,1,balanced,Oilseed rape,0.8995215311004785,0.8909952606635071,0.9082125603864735,207.0,0.8261964735516373,0.8631578947368421,0.7922705314009661,207.0,0.07332505754884122,0.02783736592666497,0.11594202898550732
rf_19,500,log2,1,balanced,Potatoes,0.7922705314009661,0.8159203980099502,0.7699530516431925,213.0,0.6851385390428212,0.7391304347826086,0.6384976525821596,213.0,0.10713199235814497,0.07678996322734155,0.13145539906103287
rf_19,500,log2,1,balanced,Pulses / field beans and peas,0.6558891454965358,0.6425339366515838,0.6698113207547169,212.0,0.5258215962441315,0.5233644859813084,0.5283018867924528,212.0,0.13006754925240427,0.1191694506702754,0.14150943396226412
rf_20,500,log2,1,balanced_subsample,Winter wheat,0.7960687960687961,0.8223350253807107,0.7714285714285715,210.0,0.7523364485981309,0.7385321100917431,0.7666666666666667,210.0,0.043732347470665234,0.08380291528896755,0.004761904761904745
rf_20,500,log2,1,balanced_subsample,Winter barley,0.7737556561085973,0.7702702702702703,0.7772727272727272,220.0,0.7608200455580866,0.7625570776255708,0.759090909090909,220.0,0.012935610550510734,0.007713192644699496,0.018181818181818188
rf_20,500,log2,1,balanced_subsample,Spring barley,0.8355555555555556,0.8209606986899564,0.8506787330316742,221.0,0.767590618336887,0.7258064516129032,0.8144796380090498,221.0,0.06796493721866859,0.09515424707705311,0.03619909502262442
rf_20,500,log2,1,balanced_subsample,Beet (sugar beet / fodder beet),0.8280542986425339,0.8356164383561644,0.820627802690583,223.0,0.7681498829039812,0.803921568627451,0.7354260089686099,223.0,0.05990441573855265,0.03169486972871338,0.08520179372197312
rf_20,500,log2,1,balanced_subsample,Maize,0.700228832951945,0.6954545454545454,0.7050691244239631,217.0,0.6163793103448276,0.5789473684210527,0.6589861751152074,217.0,0.08384952260711742,0.11650717703349278,0.04608294930875567
rf_20,500,log2,1,balanced_subsample,Oilseed rape,0.8973747016706444,0.8867924528301887,0.9082125603864735,207.0,0.8140703517587939,0.8481675392670157,0.782608695652174,207.0,0.08330434991185043,0.03862491356317299,0.12560386473429952
rf_20,500,log2,1,balanced_subsample,Potatoes,0.7980997624703088,0.8076923076923077,0.7887323943661971,213.0,0.684863523573201,0.7263157894736842,0.647887323943662,213.0,0.11323623889710777,0.08137651821862346,0.14084507042253513
rf_20,500,log2,1,balanced_subsample,Pulses / field beans and peas,0.6542056074766355,0.6481481481481481,0.660377358490566,212.0,0.5406698564593302,0.5485436893203883,0.5330188679245284,212.0,0.11353575101730529,0.09960445882775981,0.12735849056603765
rf_21,500,log2,3,balanced,Winter wheat,0.8029197080291971,0.8208955223880597,0.7857142857142857,210.0,0.7447306791569087,0.7327188940092166,0.7571428571428571,210.0,0.058189028872288384,0.0881766283788431,0.02857142857142858
rf_21,500,log2,3,balanced,Winter barley,0.7917620137299771,0.7972350230414746,0.7863636363636364,220.0,0.7385321100917431,0.7453703703703703,0.7318181818181818,220.0,0.05322990363823399,0.051864652671104294,0.054545454545454564
rf_21,500,log2,3,balanced,Spring barley,0.8430493273542601,0.8355555555555556,0.8506787330316742,221.0,0.7563025210084033,0.7058823529411765,0.8144796380090498,221.0,0.08674680634585674,0.1296732026143791,0.03619909502262442
rf_21,500,log2,3,balanced,Beet (sugar beet / fodder beet),0.8272727272727273,0.8387096774193549,0.8161434977578476,223.0,0.7728337236533958,0.8088235294117647,0.7399103139013453,223.0,0.054439003619331516,0.029886148007590152,0.07623318385650224
rf_21,500,log2,3,balanced,Maize,0.6863636363636364,0.6771300448430493,0.695852534562212,217.0,0.610752688172043,0.5725806451612904,0.6543778801843319,217.0,0.07561094819159342,0.10454939968175891,0.041474654377880116
rf_21,500,log2,3,balanced,Oilseed rape,0.8973747016706444,0.8867924528301887,0.9082125603864735,207.0,0.8049382716049382,0.8232323232323232,0.7874396135265701,207.0,0.09243643006570612,0.0635601295978655,0.12077294685990336
rf_21,500,log2,3,balanced,Potatoes,0.7980769230769231,0.8177339901477833,0.7793427230046949,213.0,0.6699751861042184,0.7105263157894737,0.6338028169014085,213.0,0.12810173697270477,0.10720767435830958,0.14553990610328638
rf_21,500,log2,3,balanced,Pulses / field beans and peas,0.6636155606407322,0.6444444444444445,0.6839622641509434,212.0,0.5012285012285013,0.5230769230769231,0.4811320754716981,212.0,0.16238705941223097,0.12136752136752138,0.2028301886792453
rf_22,500,log2,3,balanced_subsample,Winter wheat,0.8077858880778589,0.8258706467661692,0.7904761904761904,210.0,0.7429906542056075,0.7293577981651376,0.7571428571428571,210.0,0.06479523387225139,0.0965128486010316,0.033333333333333326
rf_22,500,log2,3,balanced_subsample,Winter barley,0.7954022988505747,0.8046511627906977,0.7863636363636364,220.0,0.7419354838709677,0.7523364485981309,0.7318181818181818,220.0,0.053466814979606925,0.052314714192566836,0.054545454545454564
rf_22,500,log2,3,balanced_subsample,Spring barley,0.8423423423423423,0.8385650224215246,0.8461538461538461,221.0,0.7631027253668763,0.7109375,0.8235294117647058,221.0,0.079239616975466,0.12762752242152464,0.022624434389140302
rf_22,500,log2,3,balanced_subsample,Beet (sugar beet / fodder beet),0.8283752860411899,0.8457943925233645,0.8116591928251121,223.0,0.7670588235294118,0.806930693069307,0.7309417040358744,223.0,0.061316462511778136,0.03886369945405754,0.08071748878923768
rf_22,500,log2,3,balanced_subsample,Maize,0.6891891891891891,0.6740088105726872,0.7050691244239631,217.0,0.6137339055793991,0.5742971887550201,0.6589861751152074,217.0,0.07545528360979004,0.09971162181766713,0.04608294930875567
rf_22,500,log2,3,balanced_subsample,Oilseed rape,0.9016786570743405,0.8952380952380953,0.9082125603864735,207.0,0.8148148148148148,0.8333333333333334,0.7971014492753623,207.0,0.0868638422595257,0.06190476190476191,0.11111111111111116
rf_22,500,log2,3,balanced_subsample,Potatoes,0.7894736842105263,0.8048780487804879,0.7746478873239436,213.0,0.6831683168316832,0.7225130890052356,0.647887323943662,213.0,0.10630536737884311,0.08236495977525227,0.12676056338028163
rf_22,500,log2,3,balanced_subsample,Pulses / field beans and peas,0.6545454545454545,0.631578947368421,0.6792452830188679,212.0,0.5061425061425061,0.5282051282051282,0.4858490566037736,212.0,0.14840294840294843,0.1033738191632928,0.1933962264150943
rf_23,500,log2,5,balanced,Winter wheat,0.8088235294117647,0.8333333333333334,0.7857142857142857,210.0,0.7361111111111112,0.7162162162162162,0.7571428571428571,210.0,0.07271241830065356,0.11711711711711714,0.02857142857142858
rf_23,500,log2,5,balanced,Winter barley,0.7909090909090909,0.7909090909090909,0.7909090909090909,220.0,0.740909090909091,0.740909090909091,0.740909090909091,220.0,0.04999999999999993,0.04999999999999993,0.04999999999999993
rf_23,500,log2,5,balanced,Spring barley,0.8468468468468469,0.8430493273542601,0.8506787330316742,221.0,0.7515657620041754,0.6976744186046512,0.8144796380090498,221.0,0.0952810848426715,0.1453749087496089,0.03619909502262442
rf_23,500,log2,5,balanced,Beet (sugar beet / fodder beet),0.832579185520362,0.8401826484018264,0.8251121076233184,223.0,0.7576470588235295,0.7970297029702971,0.7219730941704036,223.0,0.07493212669683258,0.043152945431529366,0.10313901345291487
rf_23,500,log2,5,balanced,Maize,0.6926605504587156,0.6894977168949772,0.695852534562212,217.0,0.6160337552742616,0.5680933852140078,0.6728110599078341,217.0,0.07662679518445392,0.12140433168096942,0.02304147465437789
rf_23,500,log2,5,balanced,Oilseed rape,0.8926014319809069,0.8820754716981132,0.9033816425120773,207.0,0.8232323232323232,0.8624338624338624,0.7874396135265701,207.0,0.06936910874858371,0.019641609264250737,0.1159420289855072
rf_23,500,log2,5,balanced,Potatoes,0.784688995215311,0.8,0.7699530516431925,213.0,0.68,0.7272727272727273,0.6384976525821596,213.0,0.10468899521531094,0.07272727272727275,0.13145539906103287
rf_23,500,log2,5,balanced,Pulses / field beans and peas,0.6605922551252847,0.6387665198237885,0.6839622641509434,212.0,0.515,0.5478723404255319,0.4858490566037736,212.0,0.14559225512528473,0.09089417939825661,0.19811320754716982
rf_24,500,log2,5,balanced_subsample,Winter wheat,0.803921568627451,0.8282828282828283,0.780952380952381,210.0,0.7334851936218679,0.7030567685589519,0.7666666666666667,210.0,0.07043637500558309,0.12522605972387635,0.014285714285714235
rf_24,500,log2,5,balanced_subsample,Winter barley,0.7835990888382688,0.7853881278538812,0.7818181818181819,220.0,0.7373271889400922,0.7476635514018691,0.7272727272727273,220.0,0.046271899898176594,0.037724576452012104,0.054545454545454564
rf_24,500,log2,5,balanced_subsample,Spring barley,0.8314606741573034,0.8258928571428571,0.8371040723981901,221.0,0.7605042016806722,0.7098039215686275,0.8190045248868778,221.0,0.07095647247663117,0.11608893557422961,0.018099547511312264
rf_24,500,log2,5,balanced_subsample,Beet (sugar beet / fodder beet),0.8310502283105022,0.8465116279069768,0.8161434977578476,223.0,0.7677725118483413,0.8140703517587939,0.726457399103139,223.0,0.06327771646216096,0.03244127614818282,0.08968609865470856
rf_24,500,log2,5,balanced_subsample,Maize,0.6802721088435374,0.6696428571428571,0.6912442396313364,217.0,0.606694560669456,0.5555555555555556,0.6682027649769585,217.0,0.07357754817408135,0.11408730158730152,0.02304147465437789
rf_24,500,log2,5,balanced_subsample,Oilseed rape,0.8952380952380953,0.8826291079812206,0.9082125603864735,207.0,0.8110831234256927,0.8473684210526315,0.7777777777777778,207.0,0.08415497181240261,0.03526068692858908,0.13043478260869568
rf_24,500,log2,5,balanced_subsample,Potatoes,0.7903614457831325,0.8118811881188119,0.7699530516431925,213.0,0.6733167082294265,0.7180851063829787,0.6338028169014085,213.0,0.11704473755370604,0.0937960817358332,0.136150234741784
rf_24,500,log2,5,balanced_subsample,Pulses / field beans and peas,0.6545454545454545,0.631578947368421,0.6792452830188679,212.0,0.5012531328320802,0.5347593582887701,0.4716981132075472,212.0,0.15329232171337437,0.09681958907965094,0.2075471698113207
rf_25,800,sqrt,1,balanced,Winter wheat,0.8157248157248157,0.8426395939086294,0.7904761904761904,210.0,0.7447306791569087,0.7327188940092166,0.7571428571428571,210.0,0.07099413656790698,0.10992069989941278,0.033333333333333326
rf_25,800,sqrt,1,balanced,Winter barley,0.7917620137299771,0.7972350230414746,0.7863636363636364,220.0,0.7568807339449541,0.7638888888888888,0.75,220.0,0.03488127978502298,0.033346134152585805,0.036363636363636376
rf_25,800,sqrt,1,balanced,Spring barley,0.8392857142857143,0.8281938325991189,0.8506787330316742,221.0,0.7659574468085106,0.7228915662650602,0.8144796380090498,221.0,0.07332826747720367,0.1053022663340587,0.03619909502262442
rf_25,800,sqrt,1,balanced,Beet (sugar beet / fodder beet),0.8280542986425339,0.8356164383561644,0.820627802690583,223.0,0.7706855791962175,0.815,0.7309417040358744,223.0,0.057368719446316385,0.020616438356164446,0.08968609865470856
rf_25,800,sqrt,1,balanced,Maize,0.6984126984126984,0.6875,0.7096774193548387,217.0,0.6304801670146137,0.5763358778625954,0.695852534562212,217.0,0.06793253139808464,0.11116412213740456,0.01382488479262678
rf_25,800,sqrt,1,balanced,Oilseed rape,0.8995215311004785,0.8909952606635071,0.9082125603864735,207.0,0.8089330024813896,0.8316326530612245,0.7874396135265701,207.0,0.09058852861908895,0.059362607602282624,0.12077294685990336
rf_25,800,sqrt,1,balanced,Potatoes,0.7942583732057417,0.8097560975609757,0.7793427230046949,213.0,0.6886075949367089,0.7472527472527473,0.6384976525821596,213.0,0.1056507782690328,0.0625033503082284,0.14084507042253525
rf_25,800,sqrt,1,balanced,Pulses / field beans and peas,0.671264367816092,0.6547085201793722,0.6886792452830188,212.0,0.5230024213075061,0.5373134328358209,0.5094339622641509,212.0,0.14826194650858593,0.11739508734355131,0.17924528301886788
rf_26,800,sqrt,1,balanced_subsample,Winter wheat,0.8048780487804879,0.825,0.7857142857142857,210.0,0.7540983606557377,0.7419354838709677,0.7666666666666667,210.0,0.0507796881247502,0.0830645161290322,0.01904761904761898
rf_26,800,sqrt,1,balanced_subsample,Winter barley,0.7889908256880734,0.7962962962962963,0.7818181818181819,220.0,0.7660550458715596,0.7731481481481481,0.759090909090909,220.0,0.022935779816513846,0.02314814814814814,0.022727272727272818
rf_26,800,sqrt,1,balanced_subsample,Spring barley,0.8430493273542601,0.8355555555555556,0.8506787330316742,221.0,0.7659574468085106,0.7228915662650602,0.8144796380090498,221.0,0.07709188054574945,0.11266398929049537,0.03619909502262442
rf_26,800,sqrt,1,balanced_subsample,Beet (sugar beet / fodder beet),0.8272727272727273,0.8387096774193549,0.8161434977578476,223.0,0.7688679245283019,0.8109452736318408,0.7309417040358744,223.0,0.05840480274442539,0.027764403787514103,0.08520179372197312
rf_26,800,sqrt,1,balanced_subsample,Maize,0.6997742663656885,0.6858407079646017,0.7142857142857143,217.0,0.6176470588235294,0.5675675675675675,0.6774193548387096,217.0,0.08212720754215908,0.11827314039703418,0.03686635944700467
rf_26,800,sqrt,1,balanced_subsample,Oilseed rape,0.8968824940047961,0.8904761904761904,0.9033816425120773,207.0,0.8188585607940446,0.8418367346938775,0.7971014492753623,207.0,0.07802393321075152,0.04863945578231288,0.106280193236715
rf_26,800,sqrt,1,balanced_subsample,Potatoes,0.7904761904761904,0.8019323671497585,0.7793427230046949,213.0,0.705,0.7540106951871658,0.6619718309859155,213.0,0.08547619047619048,0.04792167196259267,0.11737089201877937
rf_26,800,sqrt,1,balanced_subsample,Pulses / field beans and peas,0.663594470046083,0.6486486486486487,0.6792452830188679,212.0,0.5170731707317073,0.5353535353535354,0.5,212.0,0.14652129931437563,0.11329511329511333,0.17924528301886788
rf_27,800,sqrt,3,balanced,Winter wheat,0.8088235294117647,0.8333333333333334,0.7857142857142857,210.0,0.7383177570093458,0.7247706422018348,0.7523809523809524,210.0,0.07050577240241895,0.10856269113149852,0.033333333333333326
rf_27,800,sqrt,3,balanced,Winter barley,0.7899543378995434,0.7935779816513762,0.7863636363636364,220.0,0.746606334841629,0.7432432432432432,0.75,220.0,0.04334800305791442,0.05033473840813296,0.036363636363636376
rf_27,800,sqrt,3,balanced,Spring barley,0.8416289592760181,0.8416289592760181,0.8416289592760181,221.0,0.7653276955602537,0.7182539682539683,0.8190045248868778,221.0,0.0763012637157644,0.12337499102204985,0.022624434389140302
rf_27,800,sqrt,3,balanced,Beet (sugar beet / fodder beet),0.8181818181818182,0.8294930875576036,0.8071748878923767,223.0,0.7754137115839244,0.82,0.7354260089686099,223.0,0.042768106597893873,0.009493087557603697,0.0717488789237668
rf_27,800,sqrt,3,balanced,Maize,0.6862302483069977,0.672566371681416,0.7004608294930875,217.0,0.6234309623430963,0.5708812260536399,0.6866359447004609,217.0,0.0627992859639015,0.10168514562777609,0.013824884792626668
rf_27,800,sqrt,3,balanced,Oilseed rape,0.9,0.8873239436619719,0.9130434782608695,207.0,0.8170426065162907,0.8489583333333334,0.7874396135265701,207.0,0.08295739348370934,0.0383656103286385,0.1256038647342994
rf_27,800,sqrt,3,balanced,Potatoes,0.780952380952381,0.7922705314009661,0.7699530516431925,213.0,0.6867167919799498,0.7365591397849462,0.6431924882629108,213.0,0.09423558897243112,0.0557113916160199,0.12676056338028174
rf_27,800,sqrt,3,balanced,Pulses / field beans and peas,0.6528735632183909,0.6367713004484304,0.6698113207547169,212.0,0.504950495049505,0.53125,0.4811320754716981,212.0,0.1479230681688859,0.10552130044843044,0.18867924528301883
rf_28,800,sqrt,3,balanced_subsample,Winter wheat,0.8077858880778589,0.8258706467661692,0.7904761904761904,210.0,0.7441860465116279,0.7272727272727273,0.7619047619047619,210.0,0.063599841566231,0.09859791949344188,0.02857142857142858
rf_28,800,sqrt,3,balanced_subsample,Winter barley,0.7981651376146789,0.8055555555555556,0.7909090909090909,220.0,0.7488584474885844,0.7522935779816514,0.7454545454545455,220.0,0.049306690126094455,0.05326197757390416,0.045454545454545414
rf_28,800,sqrt,3,balanced_subsample,Spring barley,0.8552036199095022,0.8552036199095022,0.8552036199095022,221.0,0.759493670886076,0.7114624505928854,0.8144796380090498,221.0,0.09570994902342622,0.14374116931661685,0.040723981900452455
rf_28,800,sqrt,3,balanced_subsample,Beet (sugar beet / fodder beet),0.8253968253968254,0.8348623853211009,0.8161434977578476,223.0,0.7706855791962175,0.815,0.7309417040358744,223.0,0.054711246200607855,0.01986238532110096,0.08520179372197312
rf_28,800,sqrt,3,balanced_subsample,Maize,0.6938775510204082,0.6830357142857143,0.7050691244239631,217.0,0.6247379454926625,0.573076923076923,0.6866359447004609,217.0,0.06913960552774567,0.10995879120879126,0.018433179723502224
rf_28,800,sqrt,3,balanced_subsample,Oilseed rape,0.8978622327790974,0.883177570093458,0.9130434782608695,207.0,0.8118811881188119,0.8324873096446701,0.7922705314009661,207.0,0.08598104466028544,0.05069026044878788,0.12077294685990336
rf_28,800,sqrt,3,balanced_subsample,Potatoes,0.780952380952381,0.7922705314009661,0.7699530516431925,213.0,0.6967418546365914,0.7473118279569892,0.6525821596244131,213.0,0.08421052631578951,0.0449587034439769,0.11737089201877937
rf_28,800,sqrt,3,balanced_subsample,Pulses / field beans and peas,0.6589861751152074,0.6441441441441441,0.6745283018867925,212.0,0.5187032418952618,0.5502645502645502,0.49056603773584906,212.0,0.14028293321994556,0.09387959387959388,0.1839622641509434
rf_29,800,sqrt,5,balanced,Winter wheat,0.8048780487804879,0.825,0.7857142857142857,210.0,0.7365967365967366,0.7214611872146118,0.7523809523809524,210.0,0.06828131218375122,0.10353881278538812,0.033333333333333326
rf_29,800,sqrt,5,balanced,Winter barley,0.7927107061503417,0.7945205479452054,0.7909090909090909,220.0,0.7454545454545455,0.7454545454545455,0.7454545454545455,220.0,0.04725616069579619,0.049066002490659955,0.045454545454545414
rf_29,800,sqrt,5,balanced,Spring barley,0.8435374149659864,0.8454545454545455,0.8416289592760181,221.0,0.755741127348643,0.7015503875968992,0.8190045248868778,221.0,0.08779628761734348,0.1439041578576462,0.022624434389140302
rf_29,800,sqrt,5,balanced,Beet (sugar beet / fodder beet),0.8272727272727273,0.8387096774193549,0.8161434977578476,223.0,0.7659574468085106,0.81,0.726457399103139,223.0,0.06131528046421664,0.028709677419354818,0.08968609865470856
