cluster_id,cluster_label,n_test_samples,s2_disagreement_rate,s1s2_disagreement_rate,sar_disagreement_reduction
1.0,winter wheat 51%; winter barley 11%; spring barley 9%,1029,0.2759961127308066,0.20116618075801748,0.07482993197278912
2.0,winter wheat 28%; winter barley 20%; beet sugar beet   fodder beet 14%,688,0.2921511627906977,0.22093023255813954,0.07122093023255816
