grid_id,grid_area_ha,selected_crop_area_ha,selected_crop_intensity,retained_for_clustering,prop_winter_wheat,prop_winter_barley,prop_spring_barley,prop_beet_sugar_beet___fodder_beet,prop_maize,prop_oilseed_rape,prop_potatoes,prop_pulses___field_beans_and_peas
g0110,10000.0,6098.493948973095,0.6098493948973095,True,0.5433098116021712,0.13653196461020287,0.11644032008174653,0.04186910753125396,0.011041021639739055,0.07683291421115163,0.007825520461015078,0.06614933986271988
g0111,10000.0,6967.251172270512,0.6967251172270512,True,0.5394469460412601,0.09621044771718022,0.16028793563186333,0.0625807345896731,0.01153773422466193,0.059307860470892794,0.0018884366044256949,0.0687399047200427
g0112,10000.0,5219.414298677846,0.5219414298677846,True,0.5224775633963833,0.14816540560537306,0.040279387987258615,0.07555908250441067,0.014623217308938312,0.11118122634867848,0.03758857570977432,0.050125541139183376
g0113,10000.0,5570.051717126329,0.5570051717126329,True,0.3719656840406343,0.19471129876379675,0.08718413738205696,0.11946474354834531,0.0906950442002956,0.029195099738252954,0.02656446341763387,0.08021952890898439
g0114,10000.0,2215.9353437903496,0.22159353437903495,True,0.24131918825796483,0.24730519395839967,0.09246263886570913,0.0834266759491831,0.11508637923245454,0.0,0.14872268568672736,0.07167723804956151
g0115,10000.0,3991.2679939902455,0.39912679939902457,True,0.35193878302103554,0.1724055639810255,0.10868204766357069,0.15983934496431243,0.06997415688147343,0.026743531388269133,0.06556594859136448,0.044850623508948737
g0116,10000.0,5717.061723145047,0.5717061723145047,True,0.4345592296007974,0.16089618242616208,0.05897693505273859,0.05345627346739136,0.09236799117405878,0.12858369370150066,0.02034556400648069,0.050814130570870426
g0117,10000.0,4747.143467066342,0.4747143467066342,True,0.4611453626072479,0.1946165384798407,0.07932598219018212,0.030081703802359014,0.02154156968464244,0.09744510270042937,0.003470657012173757,0.1123730835231247
g0118,10000.0,5179.201726852973,0.5179201726852972,True,0.39567008324483777,0.1407296012730487,0.11976609166011758,0.06398016528554896,0.08175181718672454,0.13555091422959287,0.012468020572516066,0.05008330654761353
g0119,10000.0,6459.0480486574115,0.6459048048657412,True,0.32262178420922744,0.16272263520781724,0.11537973718666833,0.1050462339865721,0.07517615424800037,0.10545765679119908,0.05969529482433693,0.05390050354617858
g0120,5146.287419980647,2210.3010302659955,0.4294942839151233,True,0.1956419113301152,0.1899342462568912,0.23413157103139215,0.11943987420186997,0.03505087564169751,0.08765581593716888,0.1149780965088631,0.023167609092002116
g0121,6189.76518252277,2512.6324313024975,0.4059334008981615,True,0.46691947200284,0.235579861502694,0.0896937648734977,0.07305210156967079,0.0019660287217363897,0.028553436787163343,0.029460753705072718,0.07477458083732486
g0122,10000.0,6380.965866291621,0.6380965866291621,True,0.5307676702184986,0.0873572182518903,0.1199816005534465,0.05277953197283306,0.014268054181776338,0.07468688341674096,0.0028143014049173834,0.1173447399998968
g0123,10000.0,5967.82698743734,0.596782698743734,True,0.5852498034677884,0.06267047504046538,0.13479178196979988,0.08226728115213024,0.0006016132340187279,0.062041215413520014,0.0023381881315787416,0.07003964159069855
g0124,10000.0,7098.4703680017465,0.7098470368001747,True,0.48861330470303227,0.14428934738579538,0.07395359623035938,0.09617284771848535,0.015204706557067465,0.08659459542167763,0.002535219925894269,0.09263638205768815
g0125,10000.0,6063.876063960776,0.6063876063960776,True,0.5048713912489483,0.13199392757907702,0.15886932221238123,0.0690565222886435,0.007319864576182307,0.07850389757522232,0.0005228422214882748,0.0488622322980571
g0126,10000.0,5801.200129319588,0.5801200129319588,True,0.4980159821941873,0.16172040098814308,0.03893535960703204,0.09019994868039966,0.11540897391339729,0.04715208811076913,0.013760203924271191,0.03480704258180028
g0127,10000.0,4986.639210613708,0.4986639210613708,True,0.394512256680706,0.1505662800831159,0.11550103750377168,0.07962235024732629,0.08812384218771538,0.10308730963370202,0.024747107351447372,0.04383981631221554
g0128,10000.0,5628.049065978998,0.5628049065978998,True,0.4361827202090844,0.1930256689084413,0.06504177836164417,0.03532702960655025,0.09910241781351341,0.09703780502910644,0.01698078666713445,0.057301793404525646
